,EIENDOM_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,GNR,BNR,FNR,SNR,BRUKSNAVN,ANTALL_TEIGER,AREAL,AREALKILDE_NR,AREALKILDE_NAVN,NÆRINGS_KODE,NÆRINGS_KODE_NAVN,TINGLYST,OMSETNINGSDATO,KJOPESUM,OMSETNINGSTYPE_KODE,OMSETNINGSTYPE_NAVN,SAMEIE_TELLER,SAMEIE_NEVNER,ETABLERT_DATO,ETABLERT_AAR,EIENDOMSTYPE_KODE,EIENDOMSTYPE_NAVN,BYGNING_PAA_EIENDOM,BYGNING_PAA_EIENDOM_NAVN,ANTALL_BYGNINGER,ANTALL_ADRESSER,LKOORD_SYS_NR,LKOORD_SYS_NAVN,LKOOELOKX,LKOOELOKY
1090000,94817575,2,AKERSHUS,226,SØRUM,0,0,0,0,,1,0.0,0,Ikke oppgitt,,,False,,,,,0,0,,,1,BEST. GRUNNEIENDOM,,,0,0,,,,
1090001,94833831,30,VIKEN,3026,AURSKOG-HØLAND,3,7,0,0,FORMO,1,43401.5,1,Målebrev,C,Industri,True,,,,,0,0,19811015.0,1981.0,1,BEST. GRUNNEIENDOM,,,10,1,22.0,EUREF89 UTM Sone 32,643652.33,6638602.41
1090002,94833830,30,VIKEN,3026,AURSKOG-HØLAND,3,6,0,0,ANDVORDTOMTA,1,45858.5,1,Målebrev,C,Industri,True,,,,,0,0,19790925.0,1979.0,1,BEST. GRUNNEIENDOM,,,8,1,22.0,EUREF89 UTM Sone 32,643663.83,6638857.65
1090003,94833829,30,VIKEN,3026,AURSKOG-HØLAND,3,5,0,0,HOLTERMOEN INDUSTRIOMR,1,32082.8,1,Målebrev,,,True,,,,,0,0,19790418.0,1979.0,1,BEST. GRUNNEIENDOM,,,0,0,22.0,EUREF89 UTM Sone 32,643502.43,6638745.14
1090004,94833828,30,VIKEN,3026,AURSKOG-HØLAND,3,4,0,0,VILLBERG,1,1597.4,0,Ikke oppgitt,X,Bolig,True,,,,,0,0,19600224.0,1960.0,1,BEST. GRUNNEIENDOM,,,6,2,22.0,EUREF89 UTM Sone 32,643803.63,6639628.86
1090005,94833827,30,VIKEN,3026,AURSKOG-HØLAND,3,3,0,0,SAND,2,83110.6,0,Ikke oppgitt,,,True,,,,,0,0,19581108.0,1958.0,1,BEST. GRUNNEIENDOM,,,9,1,22.0,EUREF89 UTM Sone 32,643755.26,6639423.41
1090006,94833826,30,VIKEN,3026,AURSKOG-HØLAND,3,2,0,0,FJELDHEIM,1,4320.8,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,0,0,19470812.0,1947.0,1,BEST. GRUNNEIENDOM,,,6,1,22.0,EUREF89 UTM Sone 32,643819.8,6638513.65
1090007,94833825,2,AKERSHUS,221,AURSKOG-HØLAND,3,1,1,0,TOMT 1,1,0.0,0,Ikke oppgitt,,,False,,,,,0,0,,,2,BESTÅENDE FESTEGRUNN,,,0,0,,,,
1090008,94833824,2,AKERSHUS,221,AURSKOG-HØLAND,3,1,0,0,EID S,1,0.0,0,Ikke oppgitt,,,False,,,,,0,0,,,1,BEST. GRUNNEIENDOM,,,0,0,,,,
1090009,94833839,30,VIKEN,3026,AURSKOG-HØLAND,3,15,0,0,S HOLTET,2,231884.4,1,Målebrev,,,True,,,,,0,0,19851209.0,1985.0,1,BEST. GRUNNEIENDOM,,,15,2,22.0,EUREF89 UTM Sone 32,643936.87,6637935.59
1090010,94833838,2,AKERSHUS,221,AURSKOG-HØLAND,3,14,0,0,INDUSTRILI,1,0.0,1,Målebrev,,,True,,,,,0,0,19841017.0,1984.0,1,BEST. GRUNNEIENDOM,,,0,0,,,,
1090011,94833837,2,AKERSHUS,221,AURSKOG-HØLAND,3,13,0,0,CIPAX,1,0.0,1,Målebrev,,,True,,,,,0,0,19841016.0,1984.0,1,BEST. GRUNNEIENDOM,,,0,0,,,,
1090012,94833836,30,VIKEN,3026,AURSKOG-HØLAND,3,12,0,0,BERNHUS SØNDRE,1,3332.8,1,Målebrev,Y,Annet som ikke er næring,True,,,,,0,0,19821125.0,1982.0,1,BEST. GRUNNEIENDOM,,,6,2,22.0,EUREF89 UTM Sone 32,643880.845,6640112.445
1090013,94833835,30,VIKEN,3026,AURSKOG-HØLAND,3,11,0,0,KATTERUD,1,5580.6,1,Målebrev,Y,Annet som ikke er næring,True,,,,,0,0,19821122.0,1982.0,1,BEST. GRUNNEIENDOM,,,5,1,22.0,EUREF89 UTM Sone 32,645305.44,6640567.46
1090014,94833834,30,VIKEN,3026,AURSKOG-HØLAND,3,10,0,0,BERNHUS NORDRE,1,2644.4,1,Målebrev,Y,Annet som ikke er næring,True,,,,,0,0,19821112.0,1982.0,1,BEST. GRUNNEIENDOM,,,4,1,22.0,EUREF89 UTM Sone 32,643985.89,6640164.24
1090015,94264464,30,VIKEN,3034,NES,317,226,0,0,,1,706.1,1,Målebrev,Y,Annet som ikke er næring,True,,,,,0,0,20080401.0,2008.0,1,BEST. GRUNNEIENDOM,,,2,1,22.0,EUREF89 UTM Sone 32,630066.29,6656516.22
1090016,94833833,30,VIKEN,3026,AURSKOG-HØLAND,3,9,0,0,PÅLERUD,1,55764.4,1,Målebrev,A,"Jordbruk, skogbruk og fiske",True,,,,,0,0,19821005.0,1982.0,1,BEST. GRUNNEIENDOM,,,6,1,22.0,EUREF89 UTM Sone 32,643745.02,6639734.91
1090017,94833832,30,VIKEN,3026,AURSKOG-HØLAND,3,8,0,0,HOLTERTOPPEN,1,25865.7,1,Målebrev,F,Bygge- og anleggsvirksomhet,True,,,,,0,0,19820317.0,1982.0,1,BEST. GRUNNEIENDOM,,,4,1,22.0,EUREF89 UTM Sone 32,643865.7835,6638748.0925
1090018,94264462,30,VIKEN,3030,LILLESTRØM,246,333,0,0,,1,2245.1,5,Areal hentet fra eiendomsbase,,,True,,,,,0,0,20080303.0,2008.0,1,BEST. GRUNNEIENDOM,,,0,0,22.0,EUREF89 UTM Sone 32,624789.0,6652248.0
1090019,94833847,2,AKERSHUS,221,AURSKOG-HØLAND,4,4,0,0,IHLEBÆK N,1,0.0,0,Ikke oppgitt,,,True,,,,,0,0,18730808.0,1873.0,1,BEST. GRUNNEIENDOM,,,0,0,,,,
1090020,94264463,30,VIKEN,3030,LILLESTRØM,242,97,0,0,,1,415.0,1,Målebrev,P,Undervisning,True,,,,,0,0,20080311.0,2008.0,1,BEST. GRUNNEIENDOM,,,1,0,22.0,EUREF89 UTM Sone 32,624699.69,6651168.88
1090021,94833846,30,VIKEN,3026,AURSKOG-HØLAND,4,3,0,0,KONGSENGHAUGEN,1,0.0,0,Ikke oppgitt,,,True,,,,,0,0,,,1,BEST. GRUNNEIENDOM,,,0,0,,,,
1090022,94264460,30,VIKEN,3030,LILLESTRØM,241,147,0,23,,1,239.1,0,Ikke oppgitt,X,Bolig,True,,,,,144,2801,20080225.0,2008.0,0,UKJENT,,,1,0,22.0,EUREF89 UTM Sone 32,625125.39,6650605.0
1090023,94833845,30,VIKEN,3026,AURSKOG-HØLAND,4,2,0,0,Ihlebæk Nordre,4,421523.9,0,Ikke oppgitt,A,"Jordbruk, skogbruk og fiske",True,,,,,0,0,18460811.0,1846.0,1,BEST. GRUNNEIENDOM,,,4,1,22.0,EUREF89 UTM Sone 32,644146.03,6636835.92
1090024,94264461,30,VIKEN,3030,LILLESTRØM,241,147,0,24,,1,328.8,0,Ikke oppgitt,X,Bolig,True,,,,,144,2801,20080225.0,2008.0,0,UKJENT,,,1,0,22.0,EUREF89 UTM Sone 32,625113.41,6650607.99
1090025,94833844,30,VIKEN,3026,AURSKOG-HØLAND,4,1,0,0,Ilebæk Nordre,4,1647572.0,0,Ikke oppgitt,A,"Jordbruk, skogbruk og fiske",True,,,,,0,0,,,1,BEST. GRUNNEIENDOM,,,2,0,22.0,EUREF89 UTM Sone 32,644211.38,6637136.3
1090026,94264458,30,VIKEN,3030,LILLESTRØM,241,147,0,21,,1,313.6,0,Ikke oppgitt,X,Bolig,True,,,,,144,2801,20080225.0,2008.0,0,UKJENT,,,1,0,22.0,EUREF89 UTM Sone 32,625157.29,6650600.15
