|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
880000|81 Obed Heights Rd|156500.0|2020-09-11T00:00:00||row-sh6r.j2hs~a76c|2019|||Single Family||Single Family|190000.0|0.8237|1900229|Old Saybrook
880001|69 Tophet Rd|1036620.0|2020-09-15T00:00:00||row-e33h.w9yp~bpz3|2019|||Single Family||Single Family|1900000.0|0.5456|190075|Roxbury
880002|21 Wintergreen Drive|28070.0|2020-09-15T00:00:00|[{'type': 'Point', 'coordinates': [-73.268753, 41.224088]}]|row-jpaq-xjuy~jkft|2019|12 - Non Buildable Lot|||Sales ratio & lot unbuildable||9839.0|2.8529|190158|Easton
880003|416 Tepi Drive|572960.0|2020-09-15T00:00:00||row-wirj-dgcn~b3ee|2019|||Single Family||Single Family|1200000.0|0.4775|190545|Southbury
880004|344 Broad St|144130.0|2020-09-17T00:00:00|[{'type': 'Point', 'coordinates': [-72.796471, 41.672748]}]|row-8hwz.tpd7-mx7g|2019||||||280000.0|0.5148|190978|New Britain
880005|15 Sanford Ridge|212600.0|2020-09-17T00:00:00|[{'type': 'Point', 'coordinates': [-72.726587, 41.935695]}]|row-c85v-76jr-vtmy|2019|||Condo||Condo|349900.0|0.6076|190113|East Granby
880006|362 Deepwood Dr|206660.0|2020-09-14T00:00:00|[{'type': 'Point', 'coordinates': [-72.323107, 41.622502]}]|row-9s68-dra8.m3in|2019|||Single Family||Single Family|485000.0|0.4261|19150|Lebanon
880007|Colbridge Rd|34770.0|2020-09-14T00:00:00||row-fvvh-2v3j-7bnj|2019||||||50000.0|0.6954|19286|Plainfield
880008|740 Purchase Brook Rd|234850.0|2020-09-14T00:00:00||row-vsya-gi7c.2y8r|2019|||Single Family||Single Family|350000.0|0.671|190536|Southbury
880009|25 Judson Ave|147420.0|2020-09-22T00:00:00||row-vhwv.sbt9-jyi6|2019|||Single Family||Single Family|246900.0|0.5971|19900014|Woodbury
880010|Shore Dr|27370.0|2020-09-22T00:00:00||row-t6uf.xeht-j7wt|2019|01 - Family|||Id 1728||15000.0|1.8247|190465|Guilford
880011|107 Bradley St|144260.0|2020-09-22T00:00:00|[{'type': 'Point', 'coordinates': [-72.829287, 41.420942]}]|row-vxfg~338c~z3kk|2019|||Single Family||Single Family|259900.0|0.5551|19855|North Haven
880012|23 Conestoga Way|109300.0|2020-09-11T00:00:00|[{'type': 'Point', 'coordinates': [-72.571733, 41.695583]}]|row-t2m5.9ut9.aav4|2019|||Condo||Condo|205000.0|0.5332|190621|Glastonbury
880013|4 Pleasant Dr|88230.0|2020-09-11T00:00:00|[{'type': 'Point', 'coordinates': [-72.946402, 41.35529]}]|row-rvyn-4qj6-wpha|2019|||Single Family||Single Family|112500.0|0.7843|190918|Hamden
880014|77 Bmw Drive|244790.0|2020-09-11T00:00:00|[{'type': 'Point', 'coordinates': [-71.959207, 41.587487]}]|row-7fmu-knyv.kdst|2019|||Single Family||Single Family|330000.0|0.7418|190780|Griswold
880015|25 Amy Rd|181000.0|2020-09-15T00:00:00||row-t2ff.q2te.u8ks|2019|||Single Family||Single Family|385000.0|0.4701|190049|Canaan
880016|6 Devens St|75810.0|2020-09-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.756958, 41.658197]}]|row-5xmp-fnh8-8597|2019|||Single Family||Single Family|165000.0|0.4595|190970|New Britain
880017|29 Beacon St|97580.0|2020-09-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.763033, 41.684652]}]|row-yrhj~ncvf.g8uf|2019|07 - Change In Property||Single Family||Single Family|130000.0|0.7506|190965|New Britain
880018|102 Kenwood St|173300.0|2020-09-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.782525, 41.636484]}]|row-ufn6-6ke2.xx52|2019|||Single Family||Single Family|275000.0|0.6302|190322|Berlin
880019|356 Preston Rd|1540.0|2020-09-16T00:00:00||row-im4h-erji~pnke|2019|12 - Non Buildable Lot|Assessed as non-buildable||||180000.0|0.008556|190240|Plymouth
880020|22 Carroll Ct|78870.0|2020-09-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.162596, 41.17732]}]|row-fned-hguu-yunj|2019|14 - Foreclosure||Single Family||Single Family|50000.0|1.5774|192604|Bridgeport
880021|137 Sunset Cove Rd|1126500.0|2020-09-14T00:00:00||row-m545~xp2m~nn4c|2019|||Single Family|Lakefront / k02137|Single Family|1995000.0|0.5647|191147|Danbury
880022|8 Moulthrop St|126100.0|2020-09-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.074786, 41.34752]}]|row-upsr-xkhw-vzuq|2019|||Two Family||Two Family|235000.0|0.5366|1900257|Ansonia
880023|555 Shelton Rd|196630.0|2020-09-16T00:00:00|[{'type': 'Point', 'coordinates': [-73.148814, 41.255019]}]|row-5qtn~zfzv-ja4v|2019|07 - Change In Property||Single Family|Total renovation|Single Family|428000.0|0.4594|190595|Trumbull
880024|24 Silver Brook Ln|306530.0|2020-09-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.83442, 42.026385]}]|row-ftdb.66h2~3sbf|2019|||Single Family||Single Family|459000.0|0.6678|19000243|Granby
880025|Mine Hill Rd West|148400.0|2018-10-01T00:00:00||row-gnae-4wgc.zb9h|2018|||Vacant Land|||205000.0|0.7239|180001|Bridgewater
880026|70 Tunxis Road|248500.0|2018-10-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.759291, 41.747255]}]|row-yrrj-h53g-r5hs|2018|||Residential||Single Family|400000.0|0.6212|180002|West Hartford
880027|195 West Gilbert Rd|498000.0|2020-09-17T00:00:00|[{'type': 'Point', 'coordinates': [-73.323323, 41.494328]}]|row-grbj-y7z8-r89u|2019||Lakefront|Single Family||Single Family|1250000.0|0.3984|190559|Southbury
880028|11 Franklin St|218050.0|2020-09-17T00:00:00||row-feu9-bfn3-5qc3|2019|25 - Other||Two Family|Inlaw apt/estate sale|Two Family|180000.0|1.2114|190602|Trumbull
880029|76 Atlantic Dr|33500.0|2020-09-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.372038, 41.269489]}]|row-cw6j-jmrw-6y2t|2019|25 - Other|Assessed as rear land||||269900.0|0.12412|1900231|Old Saybrook
880030|3 Redwood Lane Unit 3|153270.0|2020-09-15T00:00:00||row-azju-4qs5.6dez|2019|||Condo||Condo|252000.0|0.6082|19540|Ridgefield
880031|102 Old Stratfield Road|672350.0|2020-09-18T00:00:00|[{'type': 'Point', 'coordinates': [-73.230178, 41.182467]}]|row-cfnk-mf6y.6f9b|2019|06 - Portion Of Property||Single Family||Single Family|550000.0|1.2225|191247|Fairfield
880032|6/22 Millerton Road|246400.0|2020-09-18T00:00:00||row-wjxp-k3vx-hihk|2019||||Vacant||180000.0|1.3689|19116|Salisbury
880033|97 Babbs Rd|139610.0|2020-09-29T00:00:00||row-574q-h3ma.72w2|2019|||Single Family||Single Family|191500.0|0.729|190853|Suffield
880034|6 Hickory St|77980.0|2020-09-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.809197, 41.540455]}]|row-9va5-2r99~w7ve|2019|07 - Change In Property|Total renovation per mls|Single Family||Single Family|187500.0|0.415893|191010|Meriden
880035|7 River Road Un308|305830.0|2020-09-18T00:00:00||row-fcfg.c257-rqw8|2019|||Condo||Condo|547000.0|0.5591|191027|Greenwich
