|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
710000|4 Grandview Avenue|228490.0|2016-02-24T00:00:00|[{'type': 'Point', 'coordinates': [-73.40147, 41.37678]}]|row-pkqb-bzt9-2k5q|2015|||Residential||Single Family|359000.0|0.636462|150130|Bethel
710001|2 Dover St Unit 5|144320.0|2016-02-24T00:00:00|[{'type': 'Point', 'coordinates': [-73.423187, 41.116537]}]|row-x54i-jmjc-ymwd|2015|||Residential||Condo|227000.0|0.635771|150825|Norwalk
710002|137 Camp St, 119, 127, 147, 16|1203370.0|2016-02-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.784585, 41.660172]}]|row-gjt7~f2pw.kmvu|2015|25 - Other||Apartments|Sale price is not reflective of market value for this type of property||623333.0|1.930541|150334|New Britain
710003|349 Florida Hill Rd|523200.0|2016-02-16T00:00:00|[{'type': 'Point', 'coordinates': [-73.452401, 41.285839]}]|row-rk7g-5j74-nj8y|2015|||Residential||Single Family|775000.0|0.675097|15144|Ridgefield
710004|38 Hope St #1207|151900.0|2016-02-17T00:00:00||row-rc2i-82dj.f4d2|2015|||Residential||Condo|254000.0|0.598031|150117|East Lyme
710005|65 Grand St|47100.0|2016-02-17T00:00:00|[{'type': 'Point', 'coordinates': [-73.44947, 41.388663]}]|row-p45i-3cq2~euf6|2015|25 - Other||Vacant Land|I15268 - sold with #150402||90000.0|0.523333|150404|Danbury
710006|203 Nicoll Street|172060.0|2016-02-17T00:00:00|[{'type': 'Point', 'coordinates': [-72.908559, 41.32027]}]|row-yjfw-a85g~wv3z|2015|||Residential||Single Family|330000.0|0.521394|150332|New Haven
710007|177 Bemis St Unit 2C|91690.0|2016-03-02T00:00:00||row-hybp~sqme~msyh|2015|01 - Family||Residential||Condo|18175.0|5.044842|150078|Plymouth
710008|42 Cartbridge Road|178400.0|2016-03-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.355641, 41.2042]}]|row-cgta-m4u8-ucjc|2015|||Vacant Land|||190000.0|0.938947|150052|Weston
710009|14 Robert Rd|89230.0|2016-02-17T00:00:00||row-xzhb-vtpj.unig|2015|14 - Foreclosure||Residential||Single Family|58779.0|1.518059|150158|Vernon
710010|271 Ashford Center Rd|129800.0|2016-02-17T00:00:00||row-siir-zka3.d5kv|2015|24 - Plottage||Residential|1740s house on 5 ac.  bought by boy scouts, abutters, paying 2x list price.|Single Family|325000.0|0.399385|1500022|Ashford
710011|31 Chase Oak Ct U26|103740.0|2016-02-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.054494, 41.365783]}]|row-i2z4.n33e-xuj3|2015|||Residential||Condo|110000.0|0.943091|150217|Groton
710012|179 Southington Road|158900.0|2016-02-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.803995, 41.602138]}]|row-aesq-ew32-c54s|2015|||Residential|Qualified sale|Single Family|210000.0|0.756667|150121|Berlin
710013|17 Hillandale Rd|198300.0|2016-02-25T00:00:00|[{'type': 'Point', 'coordinates': [-73.482799, 41.428159]}]|row-dutk~qfwn-4z55|2015|||Residential|F08096|Single Family|257500.0|0.770097|150425|Danbury
710014|100 Pequot Ave 3522|12250.0|2016-02-25T00:00:00|[{'type': 'Point', 'coordinates': [-72.099873, 41.33821]}]|row-h3pe~s3iw~qhk6|2015|||Residential|Dockominium|Condo|7500.0|1.633333|150147|New London
710015|100 South End Rd|130900.0|2016-03-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.890432, 41.252906]}]|row-aikt-jih7-p258|2015|||Residential||Single Family|145000.0|0.902759|150380|New Haven
710016|42 Cartbridge Road|178400.0|2016-03-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.355641, 41.2042]}]|row-cgta-m4u8-ucjc|2015|||Vacant Land|||190000.0|0.938947|150052|Weston
710017|28 Bina Ave|92190.0|2016-03-02T00:00:00||row-i6jb-ugiv-ma99|2015|14 - Foreclosure||Residential||Single Family|51000.0|1.807647|150198|Windsor
710018|200 Saint Johns Rd|1555060.0|2016-02-19T00:00:00|[{'type': 'Point', 'coordinates': [-73.495836, 41.250167]}]|row-kts5-gu5h~tnun|2015|||Residential||Single Family|2150000.0|0.723284|15154|Ridgefield
710019|27-29 Moore Ct|91280.0|2016-02-19T00:00:00|[{'type': 'Point', 'coordinates': [-72.103769, 41.345777]}]|row-ps6q-siae.if8y|2015|||Residential||Two Family|126500.0|0.721581|150142|New London
710020|16 Regina Ave|104210.0|2016-02-19T00:00:00|[{'type': 'Point', 'coordinates': [-72.014963, 41.6387]}]|row-26r7~cbip-65tn|2015|07 - Change In Property||Residential|Warranty - complete remodel per mls|Single Family|172900.0|0.602718|15038|Lisbon
710021|120 Bond St|52244.0|2016-02-23T00:00:00|[{'type': 'Point', 'coordinates': [-72.678685, 41.744027]}]|row-gmkh.wr7r-ad7a|2015|10 - A Will||Residential||Two Family|88000.0|0.593682|15313|Hartford
710022|77 Bluff Ave Unit 73|13300.0|2016-02-23T00:00:00|[{'type': 'Point', 'coordinates': [-73.434898, 41.062883]}]|row-dj3q-yzjz-qpkh|2015|||Residential|Condo boat locker|Condo|11000.0|1.209091|150823|Norwalk
710023|521 Davis Rd|294350.0|2016-03-07T00:00:00|[{'type': 'Point', 'coordinates': [-71.878499, 41.820482]}]|row-amzw-wy5k-9sx4|2015|25 - Other||Commercial|On market several years||100000.0|2.9435|150309|Killingly
710024|60 High Farms Road|284340.0|2016-03-07T00:00:00|[{'type': 'Point', 'coordinates': [-72.770884, 41.762013]}]|row-6juq-yfa7~95wy|2015|||Residential||Single Family|520000.0|0.546808|150359|West Hartford
710025|100 Carmen Rd|281920.0|2016-03-10T00:00:00|[{'type': 'Point', 'coordinates': [-73.022576, 41.213743]}]|row-t8c5-tset.h65a|2015|||Residential||Single Family|405000.0|0.696099|15480|Milford
710026|30 Sturbridge Court|119490.0|2016-03-10T00:00:00||row-vyvi-f9km-p39r|2015|||Residential||Single Family|165000.0|0.724182|150335|Bristol
710027|62 Wedgewood Drive|339670.0|2016-03-10T00:00:00|[{'type': 'Point', 'coordinates': [-73.256417, 41.232619]}]|row-qeta.w2eh.jf6x|2015|||Residential||Single Family|600000.0|0.566117|150058|Easton
710028|59 Crossroads Ln|141400.0|2016-02-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.610679, 41.717794]}]|row-ipzc.prvb-y4r3|2015|||Residential||Condo|224000.0|0.63125|150248|Glastonbury
710029|54 Brittania Dr|202000.0|2016-02-29T00:00:00|[{'type': 'Point', 'coordinates': [-73.424862, 41.436588]}]|row-c68m-jpwt-bhgp|2015|||Residential|L08054-37|Condo|275000.0|0.734545|150428|Danbury
710030|38 Farmstead Rd|135500.0|2016-03-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.265515, 41.795106]}]|row-7rnf~7tk4.chwa|2015|25 - Other||Residential|Sale by estate|Single Family|148000.0|0.915541|15089|Mansfield
