|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
390000|292 Pequot Ave #3G|73150.0|2007-05-25T00:00:00|[{'type': 'Point', 'coordinates': [-72.09669, 41.33322]}]|row-dik6~9jgy~kgfy|2006|||Residential||Condo|160000.0|0.457188|60305|New London
390001|94 Whittier Ave|84070.0|2007-05-25T00:00:00|[{'type': 'Point', 'coordinates': [-73.081188, 41.585328]}]|row-va6a~fpeg.9yvm|2006|||Residential||Single Family|190500.0|0.441312|61559|Waterbury
390002|44 Erwin Pl|68320.0|2007-05-25T00:00:00|[{'type': 'Point', 'coordinates': [-72.776406, 41.675034]}]|row-nzrf~ui9z.6mu3|2006|||Apartments|||168000.0|0.406667|60789|New Britain
390003|58 Old Canterbury Tpke|144000.0|2007-05-25T00:00:00|[{'type': 'Point', 'coordinates': [-72.064498, 41.569965]}]|row-wcnn-fuei-irxs|2006|||Residential||Single Family|255000.0|0.564706|60507|Norwich
390004|14 Kingfisher Ln Lt 2|341000.0|2007-05-25T00:00:00|[{'type': 'Point', 'coordinates': [-72.509678, 41.270547]}]|row-muhr.6m4q-jds3|2006|07 - Change In Property||Residential||Single Family|757500.0|0.450165|60187|Clinton
390005|15 Lafayette Ct Ut 5B|796460.0|2007-05-23T00:00:00|[{'type': 'Point', 'coordinates': [-73.627526, 41.030855]}]|row-7sb8~494m~rcuu|2006|||Residential||Single Family|1100000.0|0.724055|60710|Greenwich
390006|128 Shepard Ave|101150.0|2007-05-23T00:00:00||row-6ydc.27xa~3rwv|2006|||Residential||Condo|164500.0|0.614894|60689|Hamden
390007|48 Aberdeen Way|669900.0|2007-06-01T00:00:00||row-v38b~fymh.nxmq|2006|07 - Change In Property||Residential||Single Family|1006500.0|0.665574|60671|Fairfield
390008|3 River St|66110.0|2007-06-01T00:00:00|[{'type': 'Point', 'coordinates': [-71.907757, 41.72088]}]|row-murb.m29i-8yhi|2006|||Residential||Single Family|133000.0|0.497068|60212|Plainfield
390009|194 Green Pond Rd|57960.0|2007-05-24T00:00:00|[{'type': 'Point', 'coordinates': [-73.457234, 41.544228]}]|row-8gkt-2nxi.ju2r|2006|10 - A Will||Vacant Land|||32000.0|1.81125|60055|Sherman
390010|43 Rosemary Ln|80010.0|2007-05-24T00:00:00|[{'type': 'Point', 'coordinates': [-72.772943, 41.700157]}]|row-2rxi-m34e.eiiq|2006|||Residential||Single Family|204000.0|0.392206|60781|New Britain
390011|166 Old Brookfield Rd|91400.0|2007-05-24T00:00:00|[{'type': 'Point', 'coordinates': [-73.423192, 41.420676]}]|row-7gcf.zate.6pww|2006|||Residential||Condo|220000.0|0.415455|60865|Danbury
390012|302 Sioux Pl|435260.0|2007-05-24T00:00:00||row-bbbn~k5wg.zdw4|2006|||Residential||Condo|740000.0|0.588189|60712|Greenwich
390013|144 Clinton St|73780.0|2007-05-24T00:00:00|[{'type': 'Point', 'coordinates': [-72.800683, 41.673991]}]|row-mdzw-ea5f~4snc|2006|16 - Charitable Group||Residential||Single Family|168000.0|0.439167|60785|New Britain
390014|2 Porters Hl Rd|341200.0|2007-05-24T00:00:00|[{'type': 'Point', 'coordinates': [-73.208529, 41.28635]}]|row-ech9-nqh8-gdxs|2006|||Residential||Single Family|461000.0|0.74013|60309|Trumbull
390015|59 Highland Ave|29590.0|2007-05-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.453763, 41.882846]}]|row-3vvr-r22k-a9t5|2006|25 - Other||Vacant Land|||175000.0|0.169086|60161|Ellington
390016|23 Wells Dr|113830.0|2007-05-29T00:00:00||row-nsj8~ev7s-xsva|2006|||Residential||Single Family|234000.0|0.486453|60355|Farmington
390017|38 Roton Ave|547260.0|2007-06-05T00:00:00|[{'type': 'Point', 'coordinates': [-73.440897, 41.064332]}]|row-9mfk~35ww.bjyr|2006|||Residential||Single Family|825000.0|0.663345|61308|Norwalk
390018|216A Glen St|33670.0|2007-06-05T00:00:00||row-a2qp~unr4.uwqq|2006|01 - Family||Residential||Condo|106000.0|0.317642|60836|New Britain
