|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
620000|17 Cooper Road|239470.0|2014-04-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.894376, 41.371738]}]|row-hhah-xvg3.bfpu|2013|||Residential||Single Family|410000.0|0.584073|13155|North Haven
620001|55 Rabbit Rock Rd|159510.0|2014-05-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.853568, 41.336772]}]|row-bidf-csyz-kud4|2013|||Residential||Single Family|248200.0|0.642667|1300214|East Haven
620002|8 Pine Dr|155240.0|2014-05-15T00:00:00||row-3wsb-pytj.si9m|2013|||Residential||Single Family|210000.0|0.739238|130263|Farmington
620003|137 Rose Hill Road&478 Harbor|2800000.0|2014-05-15T00:00:00||row-vveg.f27w-tfmy|2013|25 - Other||Residential|Inexcess|Single Family|2450000.0|1.142857|130521|Fairfield
620004|51 Denison Ave|109060.0|2014-05-06T00:00:00||row-nevu-ahh4-uf3n|2013|07 - Change In Property||Residential|New construction only 75% complete for 13gl|Single Family|187500.0|0.581653|130282|Groton
620005|18 Pheasant Ln|344260.0|2014-05-06T00:00:00|[{'type': 'Point', 'coordinates': [-73.244326, 41.302029]}]|row-fusc.qk4q.uadu|2013|||Residential||Single Family|540000.0|0.637519|13119|Monroe
620006|67 Whiting Ave|83860.0|2014-05-06T00:00:00||row-4mb6-mn8a~7kht|2013|14 - Foreclosure||Residential||Two Family|110000.0|0.762364|139300|Torrington
620007|56 Canfield Rd|71750.0|2014-05-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.09996, 41.378448]}]|row-ff9b.rbms.jvuq|2013|01 - Family||Vacant Land|||70000.0|1.025|130130|Seymour
620008|1252-1256 Howard Avenue|174990.0|2014-05-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.216758, 41.17646]}]|row-b94j-se4x.fqen|2013|03 - Inter Corporation||Residential||Three Family|150000.0|1.1666|130947|Bridgeport
620009|111 Baros Street|256830.0|2014-05-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.239031, 41.17308]}]|row-8eaj-yvgt-hhp8|2013|||Residential||Single Family|325000.0|0.790246|130489|Fairfield
620010|39 Woodcrest Ave|202900.0|2014-05-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.147057, 41.248525]}]|row-znht~26us~asq3|2013|25 - Other||Residential|Total rehab|Single Family|335000.0|0.605672|130279|Trumbull
