|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
480000|8 Templeton Rd|302750.0|2010-09-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.872683, 41.460948]}]|row-pcp5-kygg-avjf|2009|||Residential||Single Family|380000.0|0.796711|90579|Wallingford
480001|45 Winburton Rd|108520.0|2010-09-30T00:00:00||row-krmy-mmur.ty6v|2009|||Residential||Single Family|147500.0|0.735729|90994|Torrington
480002|37 Coppermine Rd|199760.0|2008-10-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.167163, 41.396053]}]|row-jhxt-gmw7~qczw|2008|||Residential||Single Family|270500.0|0.738484|80001|Oxford
480003|20 Joseph Street|137200.0|2008-10-01T00:00:00||row-ukin-7xiy.6qry|2008|||Residential||Single Family|213000.0|0.644131|800001|Bristol
480004|1327 Little Meadow Rd|237090.0|2008-10-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.700689, 41.332204]}]|row-5sav-386p-6qww|2008|||Residential||Single Family|300000.0|0.7903|800108|Guilford
480005|441 Lantern Way|258300.0|2010-09-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.704375, 41.890952]}]|row-7v24.yt4b~47fa|2009|||Residential||Single Family|361000.0|0.715512|90379|Windsor
480006|142 Williamstown Court|75040.0|2010-09-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.723562, 41.715431]}]|row-mmnq.ynxv-3fmt|2009|||Residential||Condo|121000.0|0.620165|900556|Newington
480007|186 Wesley St|139330.0|2008-10-15T00:00:00|[{'type': 'Point', 'coordinates': [-73.06197, 41.535132]}]|row-jsqg~vubb~uyui|2008|07 - Change In Property||Residential||Single Family|229000.0|0.608428|80066|Waterbury
480008|1 Sturges Hollow|708700.0|2008-10-15T00:00:00|[{'type': 'Point', 'coordinates': [-73.314099, 41.161472]}]|row-mf48-25kz.md9n|2008|||Vacant Land|||1150000.0|0.616261|80016|Westport
480009|80 Dogwood Lane|174930.0|2008-10-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.905925, 41.717482]}]|row-eeeh-98dc-s69t|2008|||Residential||Single Family|223000.0|0.784439|800014|Bristol
480010|55 Sedan Terrace|375130.0|2010-08-18T00:00:00|[{'type': 'Point', 'coordinates': [-73.220921, 41.192621]}]|row-e9wp.a7ff-abhc|2009|||Residential||Single Family|350000.0|1.0718|90750|Fairfield
480011|15 Terrace Gardens|77800.0|2010-08-18T00:00:00||row-j24m-prs9~t96p|2009|25 - Other||Residential|Short sale|Condo|70000.0|1.111429|90512|Wallingford
480012|68-70 Lindley St|126750.0|2010-08-02T00:00:00||row-yh6n.fnzn-ug8m|2009|14 - Foreclosure||Residential|Foreclosure|Three Family|115000.0|1.102174|91318|Bridgeport
480013|26 Pequot Drive|149240.0|2010-08-02T00:00:00||row-hbtn-dcks-z2px|2009|||Residential||Condo|205000.0|0.728|900232|Rocky Hill
480014|1438 Windward Road|246820.0|2010-08-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.1057, 41.216863]}]|row-ehgw-vjwa-67tp|2009|25 - Other||Residential|Distressed sale|Condo|250000.0|0.98728|90652|Milford
480015|45 Killdeer Road|274120.0|2010-08-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.9051, 41.342557]}]|row-pfn7-fsnu-gh8g|2009|||Residential|Low sale price|Single Family|322500.0|0.849984|90654|Hamden
480016|48 Crossroads Ln|140100.0|2010-08-02T00:00:00||row-7g43~9wdd-mw5u|2009|||Residential||Condo|212000.0|0.660849|90451|Glastonbury
480017|535 George Washington Rd|161980.0|2010-08-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.560332, 42.028688]}]|row-wmmg-ntr4-u6fn|2009|||Residential||Single Family|215000.0|0.753395|900439|Enfield
480018|160 Midland Dr|177250.0|2010-07-12T00:00:00|[{'type': 'Point', 'coordinates': [-72.782948, 41.50043]}]|row-i924-7sct-8bjj|2009|||Residential||Single Family|282500.0|0.627434|9660|Meriden
480019|700 North Wilton Road|587510.0|2010-07-12T00:00:00|[{'type': 'Point', 'coordinates': [-73.490161, 41.201888]}]|row-pv4a-ugni~ri62|2009|||Residential||Single Family|1050000.0|0.559533|90227|New Canaan
480020|57 North St #209|69900.0|2010-07-12T00:00:00||row-j2kj-ny9g-dg3m|2009|||Commercial|I12007-27||85000.0|0.822353|90695|Danbury
480021|205 Redding Rd.|820280.0|2010-06-23T00:00:00|[{'type': 'Point', 'coordinates': [-73.322006, 41.219577]}]|row-24jp-zfnc-zie4|2009|||Residential||Single Family|1000000.0|0.82028|90065|Easton
480022|129 Main St|159160.0|2010-06-23T00:00:00||row-qazd.6c6y.r8fc|2009|14 - Foreclosure||Residential|Sale of fc 4-fam|Four Family|72000.0|2.210556|900037|Sterling
480023|1 Copper Hill Dr|134750.0|2010-06-23T00:00:00|[{'type': 'Point', 'coordinates': [-72.701978, 41.301665]}]|row-as9q~4mcp~g2n3|2009|||Residential||Condo|217500.0|0.61954|900237|Guilford
