|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
420000|2 Pyrus Ct|345300.0|2008-06-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.275477, 41.307979]}]|row-4nne.s6yq~i259|2007|||Residential||Single Family|498000.0|0.693373|70078|Old Lyme
420001|38 North Main St #7|359900.0|2008-05-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.39185, 41.356683]}]|row-8hd9~ztep~cdjm|2007|07 - Change In Property||Residential||Condo|605000.0|0.594876|70073|Essex
420002|591 Paddock Ave|216100.0|2008-05-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.777805, 41.512588]}]|row-s6q7-icww-nmq2|2007|||Residential||Single Family|321000.0|0.673209|70540|Meriden
420003|116 Foxton Ct|126070.0|2008-05-27T00:00:00||row-jiei-mz6k-b6tn|2007|||Residential||Condo|187500.0|0.672373|70078|Beacon Falls
420004|16 Fox Hollow|212180.0|2008-06-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.861499, 41.813663]}]|row-a58p~4b5a~n3dm|2007|||Residential||Condo|318000.0|0.667233|70219|Avon
420005|43 Chestnut St #210|163520.0|2008-06-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.915698, 41.301946]}]|row-xxgv.23e3-pa9g|2007|||Residential||Condo|265000.0|0.617057|70696|New Haven
420006|48 Caruso Dr|224100.0|2008-06-09T00:00:00|[{'type': 'Point', 'coordinates': [-73.124561, 41.584018]}]|row-vmxn-ktwb-9shs|2007|||Residential||Single Family|370000.0|0.605676|70171|Watertown
420007|135 West Road|170600.0|2008-06-04T00:00:00|[{'type': 'Point', 'coordinates': [-72.313071, 41.543826]}]|row-gzqf~u7gp.agtr|2007|01 - Family||Residential|Family|Single Family|200000.0|0.853|70163|Colchester
420008|84 Burke St|110170.0|2008-06-04T00:00:00||row-7u59-kast-7nkb|2007|||Residential||Single Family|155000.0|0.710774|70494|East Hartford
420009|8 Great Oak Ridgeway|183680.0|2008-06-24T00:00:00|[{'type': 'Point', 'coordinates': [-73.062681, 41.392874]}]|row-2qi4-vbrh-4smw|2007|||Residential||Condo|268000.0|0.685373|70162|Seymour
420010|3 Park Place Cir|123000.0|2008-06-24T00:00:00|[{'type': 'Point', 'coordinates': [-72.732598, 41.734527]}]|row-ec33-4cps-n3ff|2007|07 - Change In Property||Residential||Condo|317515.0|0.387383|70696|West Hartford
420011|17 Helen Rd|116100.0|2008-06-24T00:00:00||row-b8i7.793r-rrbq|2007|||Residential||Single Family|190000.0|0.611053|70120|Plymouth
420012|2 Fletcher Ave|339290.0|2008-06-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.66249, 41.026392]}]|row-eiwb~t3qa-rye6|2007|||Residential||Single Family|525000.0|0.646267|70530|Greenwich
420013|1227 Mapleton Ave|270900.0|2008-06-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.625859, 42.014511]}]|row-zifv.xgi6.3xmg|2007|||Residential||Single Family|360000.0|0.7525|70126|Suffield
420014|156 Kennedy Rd|184100.0|2008-06-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.497746, 41.80373]}]|row-f2sy-73u7~u7e3|2007|||Residential||Single Family|265000.0|0.694717|70504|Manchester
420015|270 Oxoboxo Dam Rd|37080.0|2008-06-05T00:00:00||row-2hxf-htnw~5ba8|2007|||Residential|Mobile home|Single Family|63000.0|0.588571|70191|Montville
