|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
770000|1913 Mount Vernon Rd|172010.0|2017-01-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.921629, 41.622464]}]|row-ff73-u6wn-3xiy|2016|07 - Change In Property||Residential|Renovations prior to sale|Single Family|295000.0|0.583085|160224|Southington
770001|31 High St., #8104|69680.0|2017-01-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.634208, 41.744228]}]|row-fi46-b2v3-mcjc|2016|25 - Other||Residential|Out of state seller|Condo|90200.0|0.772506|16218|East Hartford
770002|143 Central Ave|161100.0|2017-01-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.964559, 41.564647]}]|row-knm5-sabq-ksr7|2016|25 - Other||Residential|Estate sale|Condo|185000.0|0.870811|1600080|Wolcott
770003|39 Lakewood|118200.0|2016-12-30T00:00:00||row-83nj.kka6.ujzr|2016|||Residential|Pud|Single Family|198000.0|0.59697|160155|South Windsor
770004|120 Willow St|225600.0|2016-12-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.689704, 41.695823]}]|row-yyky~ng73-xzj6|2016|||Residential||Single Family|330000.0|0.683636|16092|Wethersfield
770005|200 Kyles Way|318150.0|2016-12-29T00:00:00|[{'type': 'Point', 'coordinates': [-73.093209, 41.268402]}]|row-psr9-hjrn-pt5n|2016|||Residential|101 crescent village condo|Condo|455000.0|0.699231|162076|Shelton
770006|19 Putnam Rd|327500.0|2016-12-29T00:00:00||row-6gte~gu4d-j3r7|2016|||Commercial|||500000.0|0.655|160023|Pomfret
770007|184 Marion Av|259510.0|2017-01-05T00:00:00||row-f5cd-f27p~r4vd|2016|||Residential||Single Family|310000.0|0.837129|160219|Southington
770008|3 Craigemore Rd|107100.0|2017-01-05T00:00:00|[{'type': 'Point', 'coordinates': [-72.72703, 41.829807]}]|row-kd3y.7u8c.5gmz|2016|||Residential||Single Family|174000.0|0.615517|160090|Bloomfield
770009|574 Lake Ave|124460.0|2017-01-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.924028, 41.650129]}]|row-6kig~dcpg-a5ec|2016|||Residential||Single Family|213000.0|0.584319|160249|Bristol
770010|69 Arbor Drive|337540.0|2017-01-06T00:00:00||row-cyxq.28tt~p48f|2016|||Residential||Single Family|640000.0|0.527406|160212|Fairfield
770011|34 Michele Dr|141500.0|2017-01-05T00:00:00|[{'type': 'Point', 'coordinates': [-72.132983, 41.543391]}]|row-ggi3-kwq2-yqwn|2016|||Residential||Single Family|240000.0|0.589583|160162|Norwich
770012|136 Pembroke Rd #1-1|87600.0|2016-12-29T00:00:00||row-3x66~hznf-ix88|2016|||Residential|G05015-1|Condo|118500.0|0.739241|160278|Danbury
770013|67 Brass Mill Dam Rd|98230.0|2016-12-29T00:00:00|[{'type': 'Point', 'coordinates': [-73.148824, 41.829668]}]|row-4yj8-qcz4.r9pv|2016|25 - Other||Residential|Exec deed|Single Family|145000.0|0.677448|160185|Torrington
770014|29 Forest St|168140.0|2016-12-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.898591, 41.392915]}]|row-bkye.y97g~vrhr|2016|||Residential||Single Family|255000.0|0.659373|160276|Hamden
770015|690 Forest Rd #454|137130.0|2016-10-19T00:00:00|[{'type': 'Point', 'coordinates': [-72.97015, 41.309818]}]|row-wt9a~k3kq~gfua|2016|||Residential||Condo|245000.0|0.559714|160033|West Haven
770016|134 New Rd|96500.0|2016-10-19T00:00:00|[{'type': 'Point', 'coordinates': [-71.807377, 42.005391]}]|row-m2nt-m2bf~nfzb|2016|||Residential||Single Family|146000.0|0.660959|160009|Thompson
