|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
730000|650 William St|132960.0|2017-09-11T00:00:00|[{'type': 'Point', 'coordinates': [-73.185339, 41.193192]}]|row-n88g~enrp-snkf|2016|14 - Foreclosure||Residential||Two Family|107000.0|1.242617|167835|Bridgeport
730001|2065 Shepard Ave|134750.0|2017-09-11T00:00:00||row-bnb7-jk9d.qt4b|2016|25 - Other|2nd sale in two months - see #160964|Residential||Single Family|90000.0|1.497222|161096|Hamden
730002|5 Fairfield Avenue|777600.0|2017-09-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.348643, 41.108011]}]|row-t7qv.ybnq-uc2s|2016|||Residential||Single Family|1267550.0|0.613467|160519|Westport
730003|31 Country Way|437690.0|2017-09-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.393608, 41.347719]}]|row-npmw.ruid-qknb|2016|||Residential||Single Family|700000.0|0.625271|160342|Bethel
730004|107 Loftus Cir|139150.0|2017-09-18T00:00:00|[{'type': 'Point', 'coordinates': [-73.230376, 41.227168]}]|row-2u86.fkae.bkuc|2016|||Residential||Single Family|237500.0|0.585895|167865|Bridgeport
730005|49 Landers Rd|93360.0|2017-09-18T00:00:00|[{'type': 'Point', 'coordinates': [-72.602573, 41.734487]}]|row-vpxw-sdfi-va6t|2016|25 - Other||Residential|Out of state seller|Single Family|100000.0|0.9336|16896|East Hartford
730006|54 Rope Ferry Rd #B24|64520.0|2015-10-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.136814, 41.341182]}]|row-dbpw-3veu.d258|2015|||Residential|Condo & garage; condo $61,340; gar $3,180|Condo|115900.0|0.556687|150002|Waterford
730007|41 Deer Run Rd|135660.0|2015-10-01T00:00:00||row-svmx.4xea.efbc|2015|||Residential||Single Family|224900.0|0.603201|150007|Meriden
730008|38 Ballouville Rd|76370.0|2017-09-14T00:00:00|[{'type': 'Point', 'coordinates': [-71.87842, 41.866509]}]|row-mcsw~5ij6-uk2g|2016|||Residential||Single Family|130000.0|0.587462|160912|Killingly
730009|1392 Chopsey Hill Rd|158220.0|2017-09-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.202829, 41.22008]}]|row-22je-i9n2~mwnu|2016|||Residential||Single Family|219000.0|0.722466|167855|Bridgeport
730010|59 Parker Farms Rd|126000.0|2017-09-14T00:00:00|[{'type': 'Point', 'coordinates': [-72.837928, 41.476586]}]|row-jtqw~m797~wkg4|2016|30 - Auction||Residential||Single Family|177000.0|0.711864|160738|Wallingford
730011|73 North Main Street|59400.0|2017-09-18T00:00:00|[{'type': 'Point', 'coordinates': [-72.7234, 41.953282]}]|row-cxuc-8pfe~qcsz|2016|||Vacant Land|Vacant building lot||90000.0|0.66|160116|East Granby
730012|80 Briarwood Dr|106400.0|2017-09-18T00:00:00|[{'type': 'Point', 'coordinates': [-72.661702, 41.822167]}]|row-iqxk.5pda~3eih|2016|||Residential||Single Family|180000.0|0.591111|160500|Windsor
