|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
920000|149 Walden Street|223790.0|2019-12-30T00:00:00||row-bi33-426n-gwky|2019|||Single Family||Single Family|265000.0|0.8445|190261|West Hartford
920001|28 Torrington Rd|117710.0|2019-12-30T00:00:00|[{'type': 'Point', 'coordinates': [-73.187593, 41.748326]}]|row-ktta~hjwh-yif6|2019|07 - Change In Property|Total renovation per mls|Single Family||Single Family|314500.0|0.3743|190043|Litchfield
920002|211 Wisteria Dr|210570.0|2020-01-08T00:00:00||row-5cmu.5tqs.6xp5|2019|||Single Family||Single Family|308900.0|0.6817|1910155|Naugatuck
920003|507 Canal Street|449860.0|2020-01-08T00:00:00||row-t253-gqad~fzei|2019|25 - Other|||Multiple parcel sale with 001-8432, 000-0960 & 002-0637||4750000.0|0.0947|1900498|Stamford
920004|844 Hampton Rd|101100.0|2019-12-30T00:00:00||row-3368-g6hy~329r|2019|25 - Other||Single Family|Needs significant work|Single Family|90000.0|1.1233|190030|Pomfret
920005|1100 Chopsey Hillrd|96210.0|2019-12-30T00:00:00|[{'type': 'Point', 'coordinates': [-73.202502, 41.2161]}]|row-nw3g~smfb.2icd|2019|07 - Change In Property|Completely remodeled per mls|Single Family|Out of sequence|Single Family|225000.0|0.4276|190623|Bridgeport
920006|110 Overhill Drive|121000.0|2019-12-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.752825, 41.625027]}]|row-zq3r.c66a-bmr5|2019|||Single Family|Qualified sale|Single Family|195000.0|0.6205|190093|Berlin
920007|6 Dorel Terr|188300.0|2019-12-30T00:00:00|[{'type': 'Point', 'coordinates': [-73.072454, 41.32915]}]|row-pcwc-8ux3-is5r|2019|||Single Family||Single Family|292500.0|0.6438|190064|Ansonia
920008|52 Susan Ln|211960.0|2019-12-27T00:00:00||row-ppzw-6imb.wyrb|2019|||Single Family||Single Family|260500.0|0.8137|19085|North Haven
920009|56 Wetherell Street|120300.0|2019-12-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.543876, 41.762638]}]|row-id9f.g28r-dyct|2019|||Single Family||Single Family|186000.0|0.6468|190213|Manchester
920010|205 Blake St|114310.0|2020-01-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.952446, 41.325078]}]|row-wwvc-d95z.pbjc|2019|||Two Family||Two Family|195000.0|0.5862|190333|New Haven
920011|42 Parmalee Hill Road|223450.0|2020-01-03T00:00:00|[{'type': 'Point', 'coordinates': [-73.325597, 41.436809]}]|row-ptd8.yji3~f5pc|2019|14 - Foreclosure||Single Family|Bank sale|Single Family|245000.0|0.912041|19138|Newtown
920012|159 N Main St|143060.0|2019-12-26T00:00:00||row-uayj.sxup-bhpz|2019|||Single Family||Single Family|243000.0|0.5887|190071|Plymouth
920013|5 Dibble St|528872.0|2019-12-26T00:00:00||row-ck8v-yzb6.ksks|2019|||Single Family|6-24-16-0|Single Family|731000.0|0.7235|190302|Norwalk
920014|164 Pembroke Ter|679000.0|2020-01-29T00:00:00||row-yzxh-39dq~2jg5|2019|||Single Family||Single Family|999000.0|0.6797|190188|Glastonbury
920015|105 Emily Way|383740.0|2020-01-29T00:00:00||row-eign-3fif.wjcv|2019|||Condo||Condo|425000.0|0.9029|190331|West Hartford
920016|469 Taft Pond Rd|147900.0|2020-01-07T00:00:00||row-4stz.bh7w-njxm|2019|25 - Other||Single Family|Includes sale of 477 taft pond rd|Single Family|275000.0|0.5378|190035|Pomfret
920017|145 Valley View Dr|182500.0|2020-01-07T00:00:00||row-33gv-f7uy.ub2s|2019|||Single Family||Single Family|275000.0|0.6636|190158|South Windsor
920018|440 Vauxhall St|103740.0|2020-01-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.119495, 41.367749]}]|row-zjzt~afff.cuu8|2019|||Single Family||Single Family|175000.0|0.5928|190118|New London
920019|1414 Whitney Ave Ub2|91280.0|2020-01-15T00:00:00||row-zd55-7njq~79tv|2019|25 - Other||Condo|Low sales price|Condo|83000.0|1.0998|190270|Hamden
920020|29 Lincoln Pl|104160.0|2020-01-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.945057, 41.679327]}]|row-5dyp-yrwd-aeg9|2019||Good sale per mls|Two Family||Two Family|115250.0|0.9038|190278|Bristol
920021|33 Carol Dr|133210.0|2020-01-06T00:00:00||row-nuzc-xpmu-ya6c|2019|||Single Family||Single Family|211000.0|0.6313|190104|Plainville
920022|28 Woodland Rdg|83720.0|2020-01-22T00:00:00|[{'type': 'Point', 'coordinates': [-72.783167, 41.554694]}]|row-i32v.aigu.avbx|2019|||Condo||Condo|119200.0|0.7023|190298|Meriden
920023|1046 Sylvan Ave|94210.0|2020-01-22T00:00:00|[{'type': 'Point', 'coordinates': [-73.187359, 41.216103]}]|row-7t2f-awzj-b5fh|2019|||Single Family||Single Family|130000.0|0.7247|190585|Bridgeport
920024|57 Bridge St|86100.0|2020-01-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.070489, 41.919087]}]|row-t2av-8ski-49uf|2019|||Single Family|In lieu of foreclosure|Single Family|153854.0|0.5596|190067|Winchester
920025|11 Lawrence St|262240.0|2020-01-02T00:00:00||row-cvex~kq84~fepa|2019|||Two Family|2-91-21-0|Two Family|390000.0|0.6724|190330|Norwalk
920026|256 Edgewood Av|120400.0|2020-01-14T00:00:00|[{'type': 'Point', 'coordinates': [-72.942385, 41.312847]}]|row-s939-cyi7-xebq|2019|||Three Family||Three Family|195000.0|0.6174|190370|New Haven
920027|300 Welton St|84280.0|2020-01-14T00:00:00|[{'type': 'Point', 'coordinates': [-72.897637, 41.332615]}]|row-k8yj-89tw-ky4q|2019|07 - Change In Property|Total renovation per mls|Single Family||Single Family|197700.0|0.4263|190268|Hamden
920028|20 Ambler Dr|226930.0|2020-01-06T00:00:00||row-2g65.mw2k.ix7s|2019|||Single Family|5-5-203-0|Single Family|345000.0|0.6578|190341|Norwalk
920029|850 Tall Timber Rd|232200.0|2020-01-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.989651, 41.302762]}]|row-682s-y995-gcdf|2019|||Single Family||Single Family|385000.0|0.6031|19057|Orange
920030|49 Slade St|147900.0|2020-01-13T00:00:00||row-cvk6~qr5n.wn4c|2019|||Single Family||Single Family|188000.0|0.7867|19115|Watertown
920031|678 Winchester Av|102410.0|2020-01-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.926217, 41.329501]}]|row-72e2.my2r.isnz|2019|||Two Family||Two Family|165000.0|0.6207|190361|New Haven
920032|115 Kennedy Dr|227900.0|2020-01-13T00:00:00||row-wryc-jgf7.ibkz|2019|25 - Other||Single Family|Administrators  deed|Single Family|226000.0|1.0084|19060|Orange
920033|75 Berlin St|99400.0|2020-01-13T00:00:00||row-phfe.scyx-mjjq|2019|14 - Foreclosure||Single Family|Bank sale of foreclosure|Single Family|97500.0|1.019487|190237|Southington
920034|1255 Enfield St|134860.0|2020-01-10T00:00:00|[{'type': 'Point', 'coordinates': [-72.59226, 41.979737]}]|row-c9w5.4y7j-4g8n|2019|||Single Family||Single Family|230000.0|0.5863|190197|Enfield
920035|74 North Main St|93300.0|2020-01-10T00:00:00|[{'type': 'Point', 'coordinates': [-72.067948, 41.526388]}]|row-xzry~4nau.b5rj|2019|01 - Family|||||25000.0|3.732|190236|Norwich
920036|42 Prospect St|167380.0|2020-01-28T00:00:00||row-3az9~c8y5~zauz|2019|||Single Family||Single Family|245000.0|0.6832|1900161|Wethersfield
920037|21 Palmer La|140200.0|2020-01-28T00:00:00|[{'type': 'Point', 'coordinates': [-73.148366, 41.371287]}]|row-qrcs-6neh-k2fy|2019|||Single Family||Single Family|220000.0|0.6373|190322|Oxford
920038|211 Fairview St|136290.0|2020-01-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.768784, 41.668004]}]|row-rkdz-i6rq-6t6k|2019|||Four Family||Four Family|189000.0|0.7211|190320|New Britain
920039|67 Cinnamon Springs|75000.0|2020-01-09T00:00:00||row-dcdh~baes~9mn9|2019|||Condo||Condo|127800.0|0.5869|190160|South Windsor
920040|25 Griswold Rd|188300.0|2020-01-13T00:00:00|[{'type': 'Point', 'coordinates': [-73.106438, 41.483414]}]|row-khy3-cinf-ayeg|2019|07 - Change In Property||Single Family||Single Family|349900.0|0.5382|190315|Oxford
920041|24 Boulder Trail|27370.0|2020-01-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.565786, 41.378809]}]|row-ifpx-fpu5-uxma|2019|||Single Family||Single Family|49000.0|0.5586|190045|Killingworth
920042|97 Beech Rd|1184680.0|2020-01-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.463006, 41.145058]}]|row-mwfi.b68r.ugyx|2019|||Single Family||Single Family|1765000.0|0.6712|190097|New Canaan
920043|3 Holmewood La|999460.0|2020-01-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.49873, 41.155648]}]|row-c8q2-awhd.7h3e|2019|||Single Family||Single Family|1175000.0|0.8506|190096|New Canaan
920044|92 Stewart St|145740.0|2020-01-21T00:00:00|[{'type': 'Point', 'coordinates': [-72.939728, 41.682649]}]|row-2nja.ybsp-9sj8|2019||Good sale per mls|Three Family||Three Family|168000.0|0.8675|190304|Bristol
920045|14 Springwood Rd|177030.0|2020-01-21T00:00:00|[{'type': 'Point', 'coordinates': [-72.859378, 41.752446]}]|row-5v42.h79v.wi3p|2019|14 - Foreclosure||Single Family||Single Family|133875.0|1.3224|19143|Farmington
