|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
820000|411 Rockville Rd|171840.0|2019-09-09T00:00:00|[{'type': 'Point', 'coordinates': [-71.806042, 41.55816]}]|row-ctzm-bkwc~nhrr|2018|||Residential||Single Family|249900.0|0.6876|1800054|Voluntown
820001|54 Buena Vista Street|293940.0|2019-09-16T00:00:00|[{'type': 'Point', 'coordinates': [-73.524194, 41.087414]}]|row-b7ag-5mu6.jph4|2018|14 - Foreclosure||Residential|Foreclosure by sale|Single Family|375721.0|0.782336|1801720|Stamford
820002|70 Appleton St|57640.0|2019-09-16T00:00:00|[{'type': 'Point', 'coordinates': [-73.033749, 41.577939]}]|row-fu2i-yvn4-yb2u|2018|||Residential||Single Family|106000.0|0.5437|182300|Waterbury
820003|230 Farminton Ave #00C5|10500.0|2019-09-16T00:00:00||row-yhkb.s6re-vd5j|2018|25 - Other||Residential|Fiduciarys deed|Condo|25000.0|0.42|18947|Hartford
820004|263 Route 7 South|166300.0|2019-09-09T00:00:00|[{'type': 'Point', 'coordinates': [-73.359307, 41.937379]}]|row-6b49.hzmf-ud5w|2018|||Residential||Single Family|198000.0|0.8398|180044|Canaan
820005|170 Cook Hill Rd|196800.0|2019-09-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.854554, 41.452533]}]|row-avbr.mejq-dxx6|2018|10 - A Will||Residential||Single Family|207000.0|0.9507|180757|Wallingford
820006|5 Bayberry Circle|212670.0|2019-09-12T00:00:00|[{'type': 'Point', 'coordinates': [-72.794988, 41.729627]}]|row-88q5-d5te-it54|2018|||Residential|Active adult community free standing units|Condo|290000.0|0.7333|18452|Farmington
820007|25 High Meadow La|177110.0|2019-09-12T00:00:00|[{'type': 'Point', 'coordinates': [-72.535906, 41.996253]}]|row-bcss-wwc6~qygy|2018|25 - Other||Residential|Not on open market|Single Family|235000.0|0.7536|180714|Enfield
820008|187 Sunrise Hill Cir|0.0|2019-09-06T00:00:00|[{'type': 'Point', 'coordinates': [-73.044825, 41.308455]}]|row-rubq-ibi6.vrb3|2018|07 - Change In Property||Residential|Did not exist on 10/1/18; created 9-6-19|Condo|750000.0|0.0|180184|Orange
820009|75 High Hill Rd|251200.0|2019-09-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.75736, 41.475467]}]|row-j73r-5vt5-7pmn|2018|26 - Rehabilitation Deferred||Residential||Two Family|269900.0|0.9307|180751|Wallingford
820010|32 Lena Ave|224980.0|2019-09-11T00:00:00|[{'type': 'Point', 'coordinates': [-72.850638, 41.655734]}]|row-w8t6-4nxn-r82q|2018|||Residential||Single Family|325000.0|0.6922|180296|Plainville
820011|76 Whitehill Drive|201740.0|2019-09-11T00:00:00|[{'type': 'Point', 'coordinates': [-72.75363, 41.790422]}]|row-rsuq.at4w-y39p|2018|||Residential||Single Family|342000.0|0.5898|181091|West Hartford
820012|12 Albert Road|106680.0|2017-10-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.946377, 41.353288]}]|row-yand~hbdh~ksph|2017|||Residential||Single Family|176000.0|0.6061|170001|Hamden
820013|72 Magnolia Rd|288110.0|2017-10-02T00:00:00||row-5b4m.hjga.dgi8|2017|||Residential||Single Family|410000.0|0.702707|170304|Milford
820014|104 Logan Rd|1430730.0|2017-10-02T00:00:00||row-a4vi-qxy2.xptn|2017|||Residential||Single Family|2144250.0|0.66724|170001|New Canaan
820015|9 Limekiln Rd|456250.0|2019-09-13T00:00:00|[{'type': 'Point', 'coordinates': [-73.476627, 41.296122]}]|row-4mk6.g4yk.9aj4|2018|07 - Change In Property||Residential||Single Family|770000.0|0.5925|18436|Ridgefield
820016|5 Daniel Rd|103110.0|2019-09-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.890866, 41.356237]}]|row-vngg-4ufp-btsf|2018|||Residential||Single Family|160000.0|0.6444|180914|Hamden
820017|33 North St|78120.0|2019-09-12T00:00:00|[{'type': 'Point', 'coordinates': [-72.936311, 41.341801]}]|row-grmz.e25e-nve5|2018|||Residential||Single Family|138000.0|0.566|180909|Hamden
820018|289 Iranistan Ave Apt 165|6587990.0|2019-09-12T00:00:00|[{'type': 'Point', 'coordinates': [-73.197669, 41.165273]}]|row-gdm2.gj9b~h8ev|2018|08 - Part Interest||Commercial|Coop ( seaside village home inc)||25000.0|263.5196|181891|Bridgeport
820019|15 Laurel Hill Dr|227300.0|2019-09-16T00:00:00||row-ky7p-3faz.zjqx|2018|||Residential||Single Family|370000.0|0.6143|180167|Woodstock
820020|45 Chapman Road|257040.0|2019-09-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.753811, 41.743664]}]|row-2vny.ee4q~jmcm|2018|||Residential||Single Family|389900.0|0.6592|181102|West Hartford
820021|24 Valerie La|198200.0|2019-09-16T00:00:00|[{'type': 'Point', 'coordinates': [-73.444545, 41.417799]}]|row-cfts-tb7b-ynr8|2018|07 - Change In Property||Residential|Renovations / j10006|Single Family|375000.0|0.5285|181251|Danbury
820022|27 Andrews St|122290.0|2019-09-11T00:00:00|[{'type': 'Point', 'coordinates': [-72.78349, 41.654518]}]|row-vjrt-fvej~g8yx|2018|||Residential||Three Family|180000.0|0.6793|180920|New Britain
820023|150 Acorn Ln|307470.0|2019-09-11T00:00:00|[{'type': 'Point', 'coordinates': [-73.086937, 41.243163]}]|row-wnm5-347v.r4tt|2018|||Residential||Single Family|470000.0|0.6541|181595|Milford
