|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
470000|52 Mill St|148960.0|2008-10-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.776139, 41.651641]}]|row-fbsw-5xw8-cstv|2008|||Residential||Two Family|150000.0|0.993067|80003|New Britain
470001|10 Echowoods Cir|196700.0|2008-10-20T00:00:00|[{'type': 'Point', 'coordinates': [-73.250713, 41.339701]}]|row-wbbj.k67a~zyf9|2008|||Residential||Condo|343000.0|0.573469|80014|Monroe
470002|38 Condon Dr|264300.0|2008-10-20T00:00:00|[{'type': 'Point', 'coordinates': [-73.047595, 41.335619]}]|row-nw7n.nvwc-ehyx|2008|||Residential||Single Family|380000.0|0.695526|80018|Ansonia
470003|280 Tater Hill Rd|201670.0|2008-10-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.358983, 41.464461]}]|row-hxkq.z29j~tiv6|2008|||Residential||Single Family|275000.0|0.733345|80007|East Haddam
470004|33 Foxcroft Rd|164640.0|2010-09-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.587096, 42.011035]}]|row-62p9-en58-v2nq|2009|||Residential||Single Family|219000.0|0.751781|900511|Enfield
470005|117 Clinton Hill Rd|69340.0|2010-09-30T00:00:00|[{'type': 'Point', 'coordinates': [-73.012411, 41.614169]}]|row-hmgm.dxzk~uhz6|2009|07 - Change In Property||Residential|Several lots combined and new construction|Single Family|340000.0|0.203941|90178|Wolcott
470006|380 Hitchcock Rd #30|110490.0|2008-10-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.960636, 41.549558]}]|row-2p4e.kyue-dj59|2008|||Residential||Condo|130000.0|0.849923|80009|Waterbury
470007|73 Morin Ave|145110.0|2008-10-01T00:00:00|[{'type': 'Point', 'coordinates': [-71.880054, 41.816382]}]|row-x3s2-kpju-c5us|2008|01 - Family||Residential||Two Family|200000.0|0.72555|80003|Killingly
470008|66 Heather Rd|427910.0|2010-09-29T00:00:00|[{'type': 'Point', 'coordinates': [-73.232308, 41.318852]}]|row-8axr~8qgv-54mj|2009|||Residential||Single Family|580000.0|0.737776|90202|Monroe
470009|8 Northfield Rd|155050.0|2010-09-29T00:00:00||row-mwzq-35um.knzk|2009|||Residential||Single Family|189000.0|0.82037|900509|Enfield
