|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
760000|59 Oldham Rd|160900.0|2017-04-12T00:00:00||row-89vn-vcur~ij7b|2016|||Residential||Single Family|260000.0|0.618846|160240|Wethersfield
760001|23 Holbrook Street|118900.0|2017-04-19T00:00:00||row-8d3u~fd38-mqrd|2016|||Residential||Two Family|245000.0|0.485306|160149|Ansonia
760002|190 Avery Shores|99200.0|2017-04-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.33017, 41.769013]}]|row-2fpk.pwd9-skni|2016|15 - Government Agency||Residential|Sale of town owned property|Single Family|55001.0|1.803604|160135|Coventry
760003|283 Cross St|118840.0|2017-04-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.666506, 41.551461]}]|row-wrwm-t5fk.u9ru|2016|14 - Foreclosure||Residential||Two Family|85000.0|1.398118|160845|Middletown
760004|306 Alling Street|140600.0|2017-04-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.776283, 41.63432]}]|row-zyde-pkrk~cww4|2016|07 - Change In Property||Residential|Non qualified sale - new construction|Single Family|324900.0|0.432749|160154|Berlin
760005|186 Webb Road|112420.0|2017-04-11T00:00:00|[{'type': 'Point', 'coordinates': [-73.088754, 41.499194]}]|row-a78v-mxr3~byvk|2016|14 - Foreclosure||Residential|Bank sale|Single Family|85000.0|1.322588|160247|Naugatuck
760006|33 Mill St 3E|136300.0|2017-04-11T00:00:00|[{'type': 'Point', 'coordinates': [-72.653113, 41.690793]}]|row-w72q.d6iv-jmx2|2016|||Residential||Condo|225000.0|0.605778|160248|Wethersfield
760007|50 Pike St|101570.0|2017-04-19T00:00:00|[{'type': 'Point', 'coordinates': [-72.75704, 41.655193]}]|row-xxx9-ufxu-wn9n|2016|14 - Foreclosure||Residential||Single Family|96299.0|1.054736|160559|New Britain
760008|2 Thainstone|296730.0|2017-01-06T00:00:00||row-sm3a-vnce~6st4|2016|||Residential||Condo|395000.0|0.751215|160064|Cromwell
760009|25 Fifth Ave|149770.0|2017-01-06T00:00:00||row-uwry-jh65.qf6i|2016|||Residential||Single Family|180000.0|0.832056|160115|Waterford
760010|50 Lee Way|259900.0|2017-01-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.628033, 41.274591]}]|row-3gqc-rwff-3k7b|2016|25 - Other||Residential|Estate sale|Single Family|265000.0|0.980755|160102|Madison
760011|41 Fuller Street|98250.0|2017-03-30T00:00:00|[{'type': 'Point', 'coordinates': [-73.044124, 41.491909]}]|row-gbg9.fr4g-fskc|2016|||Residential|Arms length|Single Family|152500.0|0.644262|160214|Naugatuck
760012|49 Grahampton Lane|3124870.0|2017-03-30T00:00:00|[{'type': 'Point', 'coordinates': [-73.630258, 41.069631]}]|row-zb9d-8v89.nm7f|2016|||Residential||Single Family|4162500.0|0.75072|160446|Greenwich
760013|59 Chester St.|102100.0|2017-01-05T00:00:00|[{'type': 'Point', 'coordinates': [-72.600051, 41.772689]}]|row-5d4k~gxzc.9v5t|2016|||Residential||Single Family|150000.0|0.680667|16223|East Hartford
760014|70 North Plains Hwy|121100.0|2017-01-05T00:00:00||row-yfkc.4mr4-y6qn|2016|||Industrial|||210000.0|0.576667|160212|Wallingford
760015|1 Devon Dr|238100.0|2017-01-05T00:00:00||row-9f3b~cpc4.6vh3|2016|||Residential||Single Family|330000.0|0.721515|160103|Stonington
760016|175 Nicholson St|176670.0|2017-02-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.74657, 41.670984]}]|row-iedh~em4f-rwcu|2016|25 - Other||Residential|Sale not between willing buyer and willing seller|Single Family|180000.0|0.9815|16172|Newington
760017|16A Folkstone Rd.|105840.0|2017-02-06T00:00:00||row-mffb-6wqv~b7y4|2016|||Residential||Condo|130000.0|0.814154|160091|East Windsor
760018|35 Hawthorne Ridge Circle|206220.0|2017-01-03T00:00:00|[{'type': 'Point', 'coordinates': [-73.197264, 41.238111]}]|row-m7hw-dqvv~49kq|2016|25 - Other||Residential|Estate sale|Condo|245000.0|0.841714|160147|Trumbull
760019|300 Schraffts Dr|16370.0|2017-01-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.987752, 41.542029]}]|row-7pim~e7h9-7tad|2016|25 - Other||Residential|Estate sale|Condo|26000.0|0.629615|160351|Waterbury
760020|330 Savin Ave #21|75390.0|2017-01-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.950787, 41.261312]}]|row-9nhx-2ret~th5f|2016|||Residential||Single Family|90000.0|0.837667|160181|West Haven
760021|940 Danbury Rd|538510.0|2016-12-28T00:00:00|[{'type': 'Point', 'coordinates': [-73.435623, 41.257674]}]|row-xxk8-352d~644i|2016|||Commercial|||500000.0|1.07702|16066|Wilton
760022|131 Lawn Avenue Unit D1|112110.0|2016-12-28T00:00:00|[{'type': 'Point', 'coordinates': [-73.517702, 41.060711]}]|row-2gre~jqkn~xguj|2016|18 - In Lieu Of Foreclosure||Residential|Sale in lieu of foreclosure|Condo|233000.0|0.481159|160504|Stamford
