|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
670000|19 Beth Ann Circle|81730.0|2014-11-20T00:00:00|[{'type': 'Point', 'coordinates': [-73.078178, 41.236385]}]|row-ew5j-qmtg-7gty|2014|03 - Inter Corporation||Vacant Land|||250000.0|0.32692|14121|Milford
670001|101 Kitt Rd|132900.0|2014-11-21T00:00:00|[{'type': 'Point', 'coordinates': [-71.987439, 41.708028]}]|row-zb3i.37ep-2ues|2014|14 - Foreclosure||Residential||Single Family|82500.0|1.610909|140008|Canterbury
670002|813 A Heritage Village|94540.0|2014-11-21T00:00:00|[{'type': 'Point', 'coordinates': [-73.244162, 41.487246]}]|row-qzy2~mgim.6gjr|2014|||Residential||Condo|140000.0|0.675286|140074|Southbury
670003|125 Stoneheights Dr|97170.0|2014-11-25T00:00:00|[{'type': 'Point', 'coordinates': [-72.1591, 41.349896]}]|row-99uv-kzqq-nxpb|2014|||Residential||Condo|132000.0|0.736136|140071|Waterford
670004|156 W Broad St|154300.0|2014-11-25T00:00:00||row-53bh-fieq~z293|2014|16 - Charitable Group||Residential||Single Family|250000.0|0.6172|140069|Stonington
670005|2073 State St|219940.0|2014-11-25T00:00:00|[{'type': 'Point', 'coordinates': [-72.897773, 41.338091]}]|row-tpkx~54eh.ircq|2014|14 - Foreclosure||Commercial|Bank sale; sold to a charitable organization||183000.0|1.201858|140106|Hamden
670006|11 Dogwood Park North|297000.0|2014-11-25T00:00:00|[{'type': 'Point', 'coordinates': [-73.480524, 41.419417]}]|row-ezta.dhti.4xm4|2014|||Residential|F09071|Single Family|405000.0|0.733333|140170|Danbury
670007|Maple Lane|2940.0|2014-11-25T00:00:00||row-reav-rahb.5x7k|2014|24 - Plottage||Vacant Land|2 parcels sold as one||270000.0|0.010889|140654|Shelton
670008|60 East Main St|147420.0|2014-11-25T00:00:00|[{'type': 'Point', 'coordinates': [-72.297214, 41.955052]}]|row-yf8r-fyrz~cq7n|2014|03 - Inter Corporation||Residential||Three Family|70000.0|2.106|140033|Stafford
670009|42-44 Holabird Ave|88690.0|2014-11-25T00:00:00||row-cc5a~e8gv-w29j|2014|14 - Foreclosure||Residential|Sale of foreclosure|Two Family|46000.0|1.928043|140043|Winchester
670010|99 Field Point Drive|454370.0|2014-11-26T00:00:00|[{'type': 'Point', 'coordinates': [-73.266004, 41.12791]}]|row-7cgy.3czu-i997|2014|||Residential||Condo|605000.0|0.751025|140131|Fairfield
670011|330 Merwin Avenue U 2C|157700.0|2014-11-26T00:00:00||row-bmtp~9bhj-m8f2|2014|||Residential||Condo|247000.0|0.638462|14136|Milford
670012|42 Edgewood Ct|143600.0|2014-11-24T00:00:00|[{'type': 'Point', 'coordinates': [-72.692023, 41.519775]}]|row-zr3q-n3xq-bugb|2014|||Residential||Single Family|170000.0|0.844706|140002|Middlefield
670013|43 Joyce Court|166010.0|2014-11-24T00:00:00|[{'type': 'Point', 'coordinates': [-73.074444, 41.230725]}]|row-vyb7.sck2~jjqj|2014|||Residential||Single Family|230000.0|0.721783|14147|Milford
670014|9 Strickland Rd|528430.0|2014-12-04T00:00:00||row-29p9.ncgk~hnpn|2014|||Residential||Single Family|725000.0|0.728869|140176|Greenwich
670015|49 Neptune Ave|1582100.0|2014-12-04T00:00:00|[{'type': 'Point', 'coordinates': [-72.575368, 41.270775]}]|row-hz87-hbhj~x6nr|2014|||Residential||Single Family|2821500.0|0.56073|14069|Madison
670016|23 South Main St Unit 10|71680.0|2014-11-24T00:00:00||row-jukq~p4aa~t67n|2014|25 - Other||Residential|Below market|Condo|25000.0|2.8672|140187|Griswold
