|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
150000|183 Lake Plymouth Blvd|52820.0|2003-06-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.044433, 41.6522]}]|row-z759.azpk.zmgs|2002|||R|||133900.0|0.394473|20189|Plymouth
150001|104 Pine Brook Rd|116700.0|2003-06-02T00:00:00||row-z3ka~gczb-pgey|2002|||R|||215000.0|0.542791|20265|Colchester
150002|23 Sunset Ter|181190.0|2003-05-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.755405, 41.756158]}]|row-e26f-ppwh~k6ii|2002|||R|||417000.0|0.434508|20793|West Hartford
150003|871 Weed St|784490.0|2003-05-30T00:00:00|[{'type': 'Point', 'coordinates': [-73.506518, 41.149139]}]|row-276m~94c5-v3ww|2002|8||R|||887500.0|0.883932|20258|New Canaan
150004|404 Palmetto Rd|90231.0|2003-06-11T00:00:00||row-mk53~tvcc~45mb|2002|1||R|||125000.0|0.721848|22060|Bridgeport
150005|50 Ancient Hwy|224380.0|2003-06-11T00:00:00||row-jvsv.z2wy-ki4k|2002|||R|||410000.0|0.547268|20228|Oxford
150006|7 E Maplewood Condo|0.0|2003-06-02T00:00:00||row-3jut~wpy3-n2gr|2002|7||R|||165000.0|0.0|20202|Derby
150007|30 Lakeview St|62650.0|2003-06-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.903836, 41.743089]}]|row-tgy9-hj9p-cak9|2002|||R|||155000.0|0.404194|20165|Burlington
150008|441 Sun Vly Dr|141610.0|2003-05-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.852451, 41.619389]}]|row-gbm3-i643.6y9i|2002|||R|||245000.0|0.578|20697|Southington
150009|60 Hillside Rd|725480.0|2003-05-30T00:00:00|[{'type': 'Point', 'coordinates': [-73.610775, 41.045516]}]|row-tfkk~prne.3png|2002|||R|||1050000.0|0.690933|20710|Greenwich
150010|33 Spring St|103800.0|2003-05-30T00:00:00||row-vzaj~qp5w-bscr|2002|||R|||195000.0|0.532308|20588|Wallingford
