|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
400000|43 Pease St|116230.0|2007-03-05T00:00:00|[{'type': 'Point', 'coordinates': [-73.329764, 42.032317]}]|row-7fur-j7cs-vtu7|2006|||Residential||Single Family|255000.0|0.455804|60022|North Canaan
400001|138-140 Rocton Ave|168280.0|2007-03-05T00:00:00|[{'type': 'Point', 'coordinates': [-73.208138, 41.205142]}]|row-d36r-uuid.88id|2006|||Residential||Two Family|400000.0|0.4207|61138|Bridgeport
400002|25 Pratt St|732700.0|2007-03-05T00:00:00|[{'type': 'Point', 'coordinates': [-72.38876, 41.353131]}]|row-ybsi-jiyy~a4kp|2006|||Residential||Single Family|1350000.0|0.542741|60066|Essex
400003|266 Kitts Ln|111200.0|2007-03-02T00:00:00||row-ie55~5zjr-yrm7|2006|||Industrial|||250000.0|0.4448|60281|Newington
400004|410 Emmett St Ut 19|65650.0|2007-03-02T00:00:00||row-sr8i.mpi6.rxfz|2006|||Residential||Condo|173000.0|0.37948|60496|Bristol
400005|16 Greenwood Dr|245350.0|2007-03-02T00:00:00||row-c7cd-4e6j-eseq|2006|||Residential||Single Family|410000.0|0.598415|60122|Monroe
400006|57 Wildwood Ln|244440.0|2007-03-15T00:00:00||row-bpsz-bmkx~5ac2|2006|||Residential||Single Family|320000.0|0.763875|60055|Durham
400007|268 Laura Blvd Ut 823Au|82000.0|2007-03-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.122829, 41.51372]}]|row-xayb-y4iz.be75|2006|||Residential||Condo|161000.0|0.509317|60359|Norwich
400008|410 Jerusalem Rd|101470.0|2007-03-15T00:00:00||row-fcbu-25bh-3zfi|2006|||Residential||Single Family|189900.0|0.534334|60166|Windham
400009|204 Old Hawleyville Rd|239580.0|2007-03-06T00:00:00|[{'type': 'Point', 'coordinates': [-73.38216, 41.417405]}]|row-9wxt-j2tv~fy3a|2006|||Residential||Single Family|599500.0|0.399633|60110|Bethel
400010|1 Bath Crescent Ln|221280.0|2007-03-06T00:00:00||row-i7we~v8r2.g74b|2006|||Residential||Condo|265000.0|0.835019|60202|Bloomfield
400011|488 Highland Ave|98910.0|2007-03-06T00:00:00|[{'type': 'Point', 'coordinates': [-73.055441, 41.544388]}]|row-5m7h.gxbc-9r2s|2006|||Residential||Single Family|245000.0|0.403714|60939|Waterbury
400012|15 Serenity Ln|227470.0|2007-03-02T00:00:00||row-hk3r.tgrx.naic|2006|||Residential||Single Family|419000.0|0.542888|60193|Newtown
400013|194 Oak St|50610.0|2007-03-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.775709, 41.679631]}]|row-rueb-nayk-r8ft|2006|||Residential||Two Family|180000.0|0.281167|60503|New Britain
400014|65 Hulls Hwy|348950.0|2007-03-02T00:00:00||row-y6ny.e9r3.amgv|2006|||Residential||Single Family|480000.0|0.726979|60386|Fairfield
400015|288 Berlin St|150360.0|2007-03-05T00:00:00|[{'type': 'Point', 'coordinates': [-72.858974, 41.596943]}]|row-gv99~kzhj.p3wc|2006|||Residential||Single Family|260000.0|0.578308|60316|Southington
400016|133 Exeter St|28932.0|2007-03-06T00:00:00|[{'type': 'Point', 'coordinates': [-73.201482, 41.211206]}]|row-c3c6.bs89~ujew|2006|||Vacant Land|||100000.0|0.28932|61149|Bridgeport
400017|99 Underwood Rd|47200.0|2007-03-06T00:00:00||row-3ngi~w5au.ck4j|2006|||Residential||Single Family|103000.0|0.458252|60089|Putnam
400018|16 Chatham Dr|240660.0|2007-03-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.437154, 41.097224]}]|row-skiu~2m3y-hs2u|2006|||Residential||Single Family|449000.0|0.535991|60682|Norwalk
400019|60 Commodore Cmns|136290.0|2007-03-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.075504, 41.309345]}]|row-rxxi~t887.h33n|2006|||Residential||Condo|205000.0|0.664829|60162|Derby
400020|137 Downs St Ut 1A|52850.0|2007-03-01T00:00:00||row-pj6r~hfnt-fvna|2006|||Residential||Condo|110000.0|0.480455|60956|Waterbury
400021|7 Cypress Pond Rd|689100.0|2007-03-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.383356, 41.151172]}]|row-cmvq-xwnw.ssc7|2006|||Residential||Single Family|720000.0|0.957083|60188|Westport
400022|33 N Water St|67787.0|2007-03-14T00:00:00||row-ktu4-qeu8.bud8|2006|07 - Change In Property||Residential||Condo|569000.0|0.119134|60691|Norwalk
400023|814 Maplewood Ave Ut E|60463.0|2007-03-08T00:00:00|[{'type': 'Point', 'coordinates': [-73.21475, 41.174694]}]|row-6uxd-x687-hcek|2006|||Residential||Condo|150000.0|0.403087|61168|Bridgeport
400024|80 Claudia Dr Ut 267|25550.0|2007-03-08T00:00:00||row-e87s~q9yg-4a87|2006|||Residential||Condo|29000.0|0.881034|60375|West Haven
400025|339 White Pne Rd|152400.0|2007-03-07T00:00:00|[{'type': 'Point', 'coordinates': [-73.073741, 41.862437]}]|row-nm89.hr4x-9mpp|2006|||Residential||Single Family|287821.0|0.529496|60336|Torrington
400026|359 Old Sib Rd|495150.0|2007-03-07T00:00:00|[{'type': 'Point', 'coordinates': [-73.54158, 41.320935]}]|row-eve2-qsiq-ke6f|2006|25 - Other||Residential||Single Family|940000.0|0.526755|60181|Ridgefield
400027|Thompson St P A|19000.0|2007-03-12T00:00:00||row-jnf8-rqgj.hwmy|2006|||Vacant Land|||50000.0|0.38|60301|Glastonbury
400028|115 Wellington Dr Ut 115|51280.0|2007-03-12T00:00:00|[{'type': 'Point', 'coordinates': [-72.841469, 41.711876]}]|row-iruy-sdau-7di9|2006|||Residential||Condo|115000.0|0.445913|60246|Farmington
400029|25 Rosemary Dr|175490.0|2007-03-16T00:00:00|[{'type': 'Point', 'coordinates': [-73.225553, 41.218263]}]|row-uzg5~br88-45d8|2006|||Residential||Single Family|291000.0|0.603058|61230|Bridgeport
400030|124 Windermere Ave|184230.0|2007-03-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.479096, 41.876706]}]|row-3v7x-stbw.tzhn|2006|||Residential||Two Family|322000.0|0.572143|60117|Ellington
400031|17 Blue Mdw Rd|103310.0|2007-03-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.916459, 41.715615]}]|row-ardg~qii7.pumv|2006|||Residential||Single Family|230000.0|0.449174|60512|Bristol
400032|18 Woods Ave|506940.0|2007-03-09T00:00:00|[{'type': 'Point', 'coordinates': [-73.671913, 41.039282]}]|row-6hbn~eask-ucjj|2006|||Residential||Single Family|762000.0|0.665276|60443|Greenwich
400033|69 Brushy Hl Rd|358410.0|2007-03-22T00:00:00|[{'type': 'Point', 'coordinates': [-73.303379, 41.385439]}]|row-ha9c~cjnh-f23i|2006|||Residential||Single Family|595000.0|0.60237|60206|Newtown
400034|3 & 5 Dempsey Rd &|124870.0|2007-03-22T00:00:00||row-va5k~hvyy~p8in|2006|07 - Change In Property||Vacant Land|||160000.0|0.780438|60123|East Windsor
400035|149 Lincoln St|120200.0|2007-03-22T00:00:00|[{'type': 'Point', 'coordinates': [-72.657618, 41.561504]}]|row-ytak-uusb-ixnc|2006|16 - Charitable Group||Residential||Single Family|196500.0|0.611705|60391|Middletown
400036|15B Algonquin Ln|152460.0|2007-03-13T00:00:00|[{'type': 'Point', 'coordinates': [-73.111114, 41.249145]}]|row-wq4d~dd4f-29dk|2006|||Residential||Condo|242500.0|0.628701|60464|Stratford
400037|1 West St #220|150640.0|2007-03-13T00:00:00||row-xm92.me5d.tsx9|2006|||Residential||Condo|297000.0|0.507205|60187|Simsbury
400038|30 Cliff St|154000.0|2007-03-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.072186, 41.524892]}]|row-u6wx-a5g2-nnnv|2006|||Residential||Single Family|248000.0|0.620968|60354|Norwich
400039|800 Corporate Row|604110.0|2007-03-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.655262, 41.604564]}]|row-n9bi-9e6a-rrbk|2006|||Industrial|||1000000.0|0.60411|60177|Cromwell
400040|547D Heritage Vlg|70400.0|2007-03-13T00:00:00|[{'type': 'Point', 'coordinates': [-73.226352, 41.482172]}]|row-egqe.grth-euit|2006|||Residential||Condo|115000.0|0.612174|60174|Southbury
400041|3 Starling Ct|0.0|2007-03-19T00:00:00|[{'type': 'Point', 'coordinates': [-71.866734, 41.831584]}]|row-dkxm-bswx~45z9|2006|07 - Change In Property||Residential||Condo|219900.0|0.0|60164|Killingly
400042|106 Clark Rd|250630.0|2007-03-19T00:00:00||row-b4b5-zdws~n8wa|2006|28 - Use Assessment||Residential||Single Family|1500000.0|0.167087|60078|Litchfield
400043|210 Nortontown Rd|414470.0|2007-03-19T00:00:00||row-4xmj-g5a7.vh2y|2006|||Residential||Single Family|690000.0|0.600681|60193|Guilford
400044|272 Hunters Mtn Rd|128580.0|2007-03-19T00:00:00|[{'type': 'Point', 'coordinates': [-73.064444, 41.474383]}]|row-cpct.xc4u-jy62|2006|14 - Foreclosure||Residential||Single Family|214500.0|0.599441|60299|Naugatuck
400045|18 Hampton Vlg Dr|163800.0|2007-03-19T00:00:00|[{'type': 'Point', 'coordinates': [-72.78044, 41.958038]}]|row-s2cs.sbpc-fser|2006|||Residential||Single Family|330000.0|0.496364|60107|Granby
400046|437 N Canterbury Rd|277708.0|2007-03-20T00:00:00||row-t7de~f5td~cb5j|2006|28 - Use Assessment||Residential||Single Family|415000.0|0.669176|60049|Canterbury
400047|5 Cross St|179200.0|2007-03-20T00:00:00|[{'type': 'Point', 'coordinates': [-73.414218, 41.121043]}]|row-raqf~i4px~urna|2006|||Industrial|||420000.0|0.426667|60784|Norwalk
400048|155 High Mdw Ln|132940.0|2007-03-20T00:00:00||row-szap~upc8.rwby|2006|||Residential||Single Family|303000.0|0.438746|60382|Middletown
400049|39 Grumman Hl Rd|574280.0|2007-03-23T00:00:00|[{'type': 'Point', 'coordinates': [-73.412607, 41.170541]}]|row-sswv~zb6t-ubjt|2006|||Residential||Single Family|1147500.0|0.500462|60117|Wilton
400050|11 W Sussex Pl|187100.0|2007-03-23T00:00:00|[{'type': 'Point', 'coordinates': [-72.577487, 41.289875]}]|row-2znx-d4th-9tev|2006|07 - Change In Property||Residential||Condo|150116.0|1.246369|60143|Madison
400051|28 Laurel Grv Dr|197390.0|2007-03-28T00:00:00||row-gy5a-i2hv-23my|2006|||Residential||Single Family|285000.0|0.692596|60087|Haddam
400052|33 Candlewood Drive|42460.0|2007-03-28T00:00:00|[{'type': 'Point', 'coordinates': [-72.574985, 41.824965]}]|row-ad7t~npeu.eyas|2006|21 - Personal Property Exchange||Residential|Relocation co /pp inc|Single Family|116000.0|0.366034|60228|South Windsor
400053|16 Glastonbury Hunt Ln|274600.0|2007-03-16T00:00:00||row-piem-dcjc-wh4c|2006|||Residential||Single Family|470000.0|0.584255|60310|Glastonbury
400054|11 Hillyer Way|348110.0|2007-03-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.823779, 41.933293]}]|row-23m7-ixcz-nd8q|2006|||Residential||Single Family|649900.0|0.535636|60105|Granby
400055|146 S Main St|127130.0|2007-02-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.284965, 41.385152]}]|row-9w4d~iqk5-3ek5|2006|||Vacant Land|||740000.0|0.171797|60158|Newtown
400056|1037 Lakeside Rd|95680.0|2007-02-01T00:00:00||row-6huf-pkvy-qen9|2006|||Residential||Single Family|207500.0|0.461108|60125|Southbury
400057|2480 Whitney Ave Ut 20|118160.0|2007-01-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.900512, 41.387235]}]|row-4z5s-njcb-hg36|2006|||Residential||Condo|215000.0|0.549581|69380|Hamden
400058|162 Earl Ave|84070.0|2007-01-29T00:00:00|[{'type': 'Point', 'coordinates': [-73.194435, 41.21125]}]|row-iyd3.jg7f-4c2z|2006|01 - Family||Residential||Single Family|60050.0|1.4|60908|Bridgeport
400059|77 Sherwood Ave Ut 1|2828910.0|2007-02-12T00:00:00|[{'type': 'Point', 'coordinates': [-73.688563, 41.053945]}]|row-xp66-sfev.ake9|2006|||Residential||Single Family|4450000.0|0.63571|60393|Greenwich
400060|16 Gilead Rd|131810.0|2007-02-12T00:00:00|[{'type': 'Point', 'coordinates': [-72.130431, 41.36865]}]|row-gnn3.qmyk-iz6q|2006|||Residential||Single Family|300000.0|0.439367|60134|Waterford
400061|259 Westenbrook Ter|125130.0|2007-02-12T00:00:00||row-nwd9-asmm~3x82|2006|||Vacant Land|||450000.0|0.278067|60136|Southbury
400062|39 Mechanic St|70800.0|2006-11-30T00:00:00||row-ym6q-pbp5~kfas|2006|||Residential||Three Family|154500.0|0.458252|60056|Stonington
400063|Daniels Rd|116880.0|2006-11-30T00:00:00||row-zw5a~mqi8~ixg8|2006|28 - Use Assessment||Vacant Land|||280000.0|0.417429|60050|East Haddam
400064|88 Glen Side|238280.0|2006-12-07T00:00:00|[{'type': 'Point', 'coordinates': [-73.430779, 41.193203]}]|row-nrst-mshh~x6n7|2006|||Residential||Condo|465000.0|0.51243|60052|Wilton
400065|Ruth Hl Rd Lt 64007|62370.0|2006-12-07T00:00:00||row-23we-v7t7.iqi4|2006|24 - Plottage||Vacant Land|||6000.0|10.395|60040|Haddam
400066|Park Pl Ut 12|175490.0|2006-12-07T00:00:00||row-vuaq-qnyu.96da|2006|07 - Change In Property||Residential||Condo|279900.0|0.626974|60139|Southington
400067|272 Carriage Dr|172600.0|2006-11-28T00:00:00|[{'type': 'Point', 'coordinates': [-72.586069, 41.695295]}]|row-8zyu~jixm~cv3y|2006|||Residential||Single Family|339500.0|0.508395|60100|Glastonbury
400068|110 Gem Ave|82600.0|2006-11-28T00:00:00|[{'type': 'Point', 'coordinates': [-73.196875, 41.194948]}]|row-vdad.kc89~h7ja|2006|||Residential||Single Family|150000.0|0.550667|60437|Bridgeport
400069|49 Miry Brk Rd Ut C1|106500.0|2006-11-30T00:00:00||row-v6vi-7t9y.7d5h|2006|25 - Other||Commercial|||300000.0|0.355|60224|Danbury
400070|74 Olenick Rd|88080.0|2006-11-30T00:00:00||row-pdwb.9xe6-fykp|2006|||Residential||Single Family|112000.0|0.786429|60026|Lebanon
400071|120 Huntington Tpke 503|30839.0|2006-12-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.177643, 41.211318]}]|row-jtdz-8yhx~zmm9|2006|||Residential||Condo|115300.0|0.267467|60484|Bridgeport
400072|15 Newberry Ln|77000.0|2006-12-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.609083, 41.715763]}]|row-drqs-qzz2-bi4w|2006|||Residential||Condo|164000.0|0.469512|60116|Glastonbury
400073|1002 Stafford Rd|103180.0|2006-11-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.283306, 41.792609]}]|row-nb7a~mdh2-reis|2006|||Residential||Single Family|148960.0|0.692669|60043|Mansfield
400074|474 Cowperthwaite St Uta|132200.0|2006-11-29T00:00:00||row-fj4i~vawu~f2mj|2006|||Residential||Condo|203000.0|0.651232|60213|Danbury
400075|145 Old Farm Rd|204890.0|2006-12-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.864047, 41.609317]}]|row-28bp.bdwv-vdtm|2006|||Residential||Single Family|307000.0|0.667394|60120|Southington
