|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
30000|138 Sugar Hill Road|233240.0|2011-09-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.845507, 41.346029]}]|row-qznj-knt4-hwc2|2010|||Residential||Single Family|340000.0|0.686|100263|North Haven
30001|208 Spring Street|180400.0|2011-09-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.511289, 41.759174]}]|row-95i6-sqi4~fg7k|2010|||Residential||Single Family|206000.0|0.875728|10438|Manchester
30002|17 Sylvan Avenue|98290.0|2009-11-04T00:00:00|[{'type': 'Point', 'coordinates': [-73.189635, 41.202704]}]|row-vmb6.nvui.eh8g|2009|13 - Bankrupcy||Residential|Administrator's deed|Single Family|94000.0|1.045638|90157|Bridgeport
30003|134 Englewood Ave|124000.0|2009-11-04T00:00:00|[{'type': 'Point', 'coordinates': [-72.727448, 41.746632]}]|row-4nin~afzt~sv4x|2009|||Residential||Single Family|183500.0|0.675749|90107|West Hartford
30004|2 Lower Commons|112860.0|2011-09-15T00:00:00|[{'type': 'Point', 'coordinates': [-73.230844, 41.512866]}]|row-j99g~snxq-3u7c|2010|14 - Foreclosure||Residential|Foreclosure sale|Condo|72500.0|1.55669|100102|Woodbury
30005|1916 Main Street|148740.0|2011-09-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.632149, 41.795079]}]|row-9ipx.w8ry-affx|2010|||Residential||Single Family|162000.0|0.918148|100517|East Hartford
30006|41 Stonefield Road|6300.0|2009-11-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.810523, 41.758747]}]|row-cumu~ss26-qwtm|2009|17 - Two Towns||Vacant Land|||1088999.0|0.005785|90036|Avon
30007|204C Windgate Circle|129010.0|2009-11-03T00:00:00|[{'type': 'Point', 'coordinates': [-73.268115, 41.338712]}]|row-7ng7-xfsn.f89p|2009|14 - Foreclosure||Residential|Forclosed property|Condo|165000.0|0.781879|90022|Monroe
30008|25 Roger Rd|153930.0|2011-09-27T00:00:00|[{'type': 'Point', 'coordinates': [-71.914983, 41.624546]}]|row-8a36~cqf5-9u95|2010|||Residential||Single Family|193000.0|0.797565|100140|Griswold
30009|2 Starlight Lane|197890.0|2011-09-27T00:00:00|[{'type': 'Point', 'coordinates': [-71.896045, 41.440569]}]|row-vyjv~dxtu~h9dv|2010|||Residential||Single Family|235000.0|0.842085|10065|North Stonington
30010|41 Dayl Dr|184400.0|2011-09-26T00:00:00|[{'type': 'Point', 'coordinates': [-72.787388, 41.640887]}]|row-7sbb-fn4j~qgnq|2010|25 - Other||Residential|Relocation transfer|Single Family|170000.0|1.084706|100285|Berlin
30011|414 Hoyt Farm Road|1201200.0|2011-09-26T00:00:00|[{'type': 'Point', 'coordinates': [-73.47249, 41.14418]}]|row-5epd.qhmz-2yu4|2010|||Residential||Single Family|1969000.0|0.610056|100346|New Canaan
30012|206 Long Hill Rd|109310.0|2011-09-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.020054, 41.56206]}]|row-ywbi-yb7p.h2h3|2010|08 - Part Interest||Residential||Two Family|10000.0|10.931|101197|Waterbury
30013|530 Asbury Ridge|112420.0|2011-09-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.093133, 41.28083]}]|row-755e~unj7-4vx9|2010|||Residential||Condo|117900.0|0.95352|100421|Shelton
30014|1136 Chase Parkway|92260.0|2011-09-20T00:00:00|[{'type': 'Point', 'coordinates': [-73.083863, 41.540663]}]|row-itm3.ekc6~9fe3|2010|14 - Foreclosure||Residential||Single Family|31200.0|2.957051|101220|Waterbury
30015|10167 Lakeside Rd|179300.0|2011-09-20T00:00:00||row-jmpa-hr4h-dxhu|2010|14 - Foreclosure||Residential|Sale foreclosed property|Single Family|80000.0|2.24125|10323|Southbury
30016|9 Forest Hills Drive|286900.0|2011-09-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.768824, 41.797605]}]|row-t8tv~ctsa~ku3m|2010|||Residential||Single Family|283000.0|1.013781|100801|West Hartford
30017|48 Liberty Dr|168000.0|2011-09-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.212644, 41.738874]}]|row-tmim-7e6h-82sc|2010|07 - Change In Property||Residential|New construction-freedom green condos|Condo|298000.0|0.563758|100177|Mansfield
30018|79 Dwight Avenue|81550.0|2011-09-23T00:00:00|[{'type': 'Point', 'coordinates': [-72.87078, 41.27451]}]|row-5nkp~7up3~6nhf|2010|25 - Other||Residential|Below market|Single Family|40000.0|2.03875|10693|New Haven
30019|75 Serpentine Drive|126900.0|2011-09-26T00:00:00||row-67zv.3n9w~rykw|2010|||Residential||Single Family|188000.0|0.675|101491|Bridgeport
30020|80 Silkey Rd|232330.0|2011-09-26T00:00:00|[{'type': 'Point', 'coordinates': [-72.863466, 41.981282]}]|row-mh67-su3x-m63c|2010|06 - Portion Of Property||Residential|Sale conveying a only a portion & pa 490|Single Family|95000.0|2.445579|100129|Granby
30021|94 Wardwell Street|473770.0|2011-09-19T00:00:00|[{'type': 'Point', 'coordinates': [-73.524739, 41.047298]}]|row-9x42~ct8w.tqbd|2010|14 - Foreclosure||Residential||Three Family|390000.0|1.214795|101215|Stamford
30022|9 Branchville Road|677190.0|2011-09-19T00:00:00|[{'type': 'Point', 'coordinates': [-73.496445, 41.275702]}]|row-pq53~agsj~d3xk|2010|||Residential||Single Family|875000.0|0.773931|10368|Ridgefield
30023|476 Brewster St|150880.0|2007-10-23T00:00:00|[{'type': 'Point', 'coordinates': [-73.2246, 41.155928]}]|row-pvt7-h89s~4b5c|2007|11 - Court Order||Residential||Single Family|288000.0|0.523889|70148|Bridgeport
30024|8 Stella St|332700.0|2007-10-23T00:00:00|[{'type': 'Point', 'coordinates': [-73.163144, 41.230219]}]|row-wm65-4kcw~pipg|2007|||Residential||Single Family|450000.0|0.739333|70034|Trumbull
30025|226 Elm St|153160.0|2007-10-23T00:00:00||row-qq5x~fvit.vi5e|2007|||Residential||Single Family|230000.0|0.665913|70040|Enfield
