|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
180000|50 Glenbrook Rd 56|80850.0|2002-11-15T00:00:00|[{'type': 'Point', 'coordinates': [-73.529106, 41.056861]}]|row-skyk~z93e-7r6n|2002|||R|||231000.0|0.35|20380|Stamford
180001|Margaret St|53830.0|2002-11-15T00:00:00||row-i4kt-s38k.befi|2002|3||R|||17250.0|3.12058|20097|Enfield
180002|86 Holbrook Ave|72160.0|2002-11-14T00:00:00||row-rq8q-asgg-gcm9|2002|||R|||95000.0|0.759579|20064|Windham
180003|130 Bainbridge Rd|111880.0|2002-11-14T00:00:00|[{'type': 'Point', 'coordinates': [-72.732399, 41.773566]}]|row-mje7-wbr6.mhwc|2002|||R|||239000.0|0.468117|20170|West Hartford
180004|641 Newfield Ave|173530.0|2002-11-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.53396, 41.081918]}]|row-8r6v.zi97~geak|2002|||R|||440000.0|0.394386|20328|Stamford
180005|175 Millpond Rd U105|38290.0|2002-11-19T00:00:00||row-acux-tm7s-ejy5|2002|||R|||85500.0|0.447836|20182|Hamden
180006|135 Circular Ave|93310.0|2002-11-19T00:00:00|[{'type': 'Point', 'coordinates': [-72.935134, 41.349844]}]|row-ks4e.w9rf~9xw8|2002|||R|||180000.0|0.518389|20184|Hamden
180007|36 Coach Dr Slv|61390.0|2002-11-19T00:00:00||row-5h8c-c5da~axcm|2002|||R|||129900.0|0.472594|20132|Southington
180008|3 Anderson Rd E|252140.0|2002-11-13T00:00:00|[{'type': 'Point', 'coordinates': [-73.51637, 41.640883]}]|row-2vww~qpwa~9szx|2002|||R|||479400.0|0.525949|20020|Sherman
180009|116 Wilkinson St|37000.0|2002-11-13T00:00:00||row-tw23-d6h4-wit6|2002|||R|||57000.0|0.649123|20035|Putnam
180010|16 Prince St|65310.0|2002-11-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.800089, 41.534197]}]|row-kj8f-bq4e~pd3t|2002|1||R|||142000.0|0.45993|20193|Meriden
180011|110 Park Ave|59430.0|2002-11-18T00:00:00|[{'type': 'Point', 'coordinates': [-72.657745, 41.840049]}]|row-fvfm.nawc-9hvk|2002|||R|||112000.0|0.530625|20095|Windsor
