|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
900000|43 Laurels B10Ub|133050.0|2020-06-05T00:00:00||row-4sxh~csid-ccac|2019|||Condo||Condo|205000.0|0.649|190454|Enfield
900001|74 Elm St|140870.0|2020-06-05T00:00:00|[{'type': 'Point', 'coordinates': [-72.588207, 41.99777]}]|row-2m4m-59ey-gzb8|2019|||Single Family||Single Family|216000.0|0.6522|190456|Enfield
900002|23 Southworth St|207000.0|2020-06-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.431693, 41.379788]}]|row-vin3~snti~4q7s|2019|01 - Family||Single Family||Single Family|250000.0|0.828|19051|Deep River
900003|25 Arlington Road|410830.0|2020-06-16T00:00:00||row-kfus-2urp~s6vq|2019|||Single Family||Single Family|650000.0|0.632|190735|West Hartford
900004|137 Episcopal Road|171150.0|2020-06-08T00:00:00|[{'type': 'Point', 'coordinates': [-72.73612, 41.645325]}]|row-c9xc~s4u5.gyxu|2019|25 - Other||Single Family|Non-qualified sale - trust sale|Single Family|100000.0|1.7115|190220|Berlin
900005|27 Blackberry Rd|173300.0|2020-06-08T00:00:00|[{'type': 'Point', 'coordinates': [-73.44934, 41.433405]}]|row-w5qa~kf4a.kffu|2019|||Single Family|I07238|Single Family|295000.0|0.5875|190784|Danbury
900006|16 Ventres Way|319270.0|2020-06-10T00:00:00||row-jdtm.dxag.zg5q|2019|14 - Foreclosure||Single Family|Foreclosure|Single Family|285070.0|1.12|19145|Burlington
900007|86-88 Lee Ave|16650.0|2020-06-10T00:00:00|[{'type': 'Point', 'coordinates': [-73.205373, 41.169797]}]|row-uv4c-kixv~wkij|2019||||||25000.0|0.666|192059|Bridgeport
900008|45 Dixon Rd|147770.0|2020-06-10T00:00:00|[{'type': 'Point', 'coordinates': [-71.802783, 41.745073]}]|row-85rj~2pai.6muf|2019|||Single Family|Cape built 1892 on 3.64 acres|Single Family|185000.0|0.7988|190074|Sterling
900009|16 Brooke Hill Rd|212940.0|2020-06-08T00:00:00|[{'type': 'Point', 'coordinates': [-72.447927, 41.468281]}]|row-tijv.v24n.78c4|2019|||Single Family||Single Family|352000.0|0.6049|19135|East Haddam
900010|8 Bronson Rd|152010.0|2020-06-08T00:00:00||row-3xjh-3c8y.qy2k|2019|||Single Family||Single Family|239000.0|0.636|190118|Prospect
