|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
380000|17 Idar Ct|607320.0|2007-07-05T00:00:00|[{'type': 'Point', 'coordinates': [-73.632619, 41.023468]}]|row-9a2u~jyg3-5b4z|2006|07 - Change In Property||Residential||Single Family|1400000.0|0.4338|60886|Greenwich
380001|35 Pine St|73100.0|2007-07-05T00:00:00||row-xad3~iasg.tchv|2006|||Residential||Two Family|165000.0|0.44303|60633|Torrington
380002|6 Tinker Trl|326060.0|2007-07-05T00:00:00|[{'type': 'Point', 'coordinates': [-72.844952, 42.022752]}]|row-8zwt-kbfr-66uf|2006|||Residential||Single Family|577500.0|0.564606|60185|Granby
380003|77 Brooklawn Ave|249411.0|2007-07-11T00:00:00|[{'type': 'Point', 'coordinates': [-73.215414, 41.180077]}]|row-9qk5-re26.ahsk|2006|||Residential||Single Family|425000.0|0.586849|62030|Bridgeport
380004|453 Dublin Rd|310010.0|2007-07-11T00:00:00|[{'type': 'Point', 'coordinates': [-73.201645, 41.494247]}]|row-s8ne~59ub-acce|2006|||Residential||Single Family|635000.0|0.488205|60326|Southbury
380005|391 Indian Ave|157990.0|2007-07-11T00:00:00|[{'type': 'Point', 'coordinates': [-73.194772, 41.208895]}]|row-4jq7~y924-8wxa|2006|||Residential||Two Family|380000.0|0.415763|62080|Bridgeport
380006|223 Bassett Rd|218120.0|2007-07-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.838293, 41.404773]}]|row-dtgg-bq4z~k46v|2006|||Residential||Single Family|307000.0|0.710489|60251|North Haven
380007|910 N Main St|51100.0|2007-07-03T00:00:00|[{'type': 'Point', 'coordinates': [-73.030058, 41.564905]}]|row-dt2n.552e~c76z|2006|||Industrial|||200000.0|0.2555|61788|Waterbury
380008|751 Shewville Road|216650.0|2007-07-03T00:00:00||row-68ad-yy8g-ndmr|2006|||Residential||Single Family|348000.0|0.622557|60258|Ledyard
380009|7 Twin Fls Ln|459200.0|2007-07-03T00:00:00|[{'type': 'Point', 'coordinates': [-73.373666, 41.161375]}]|row-mqzj~a896-cg8c|2006|||Residential||Single Family|725000.0|0.633379|60418|Westport
380010|27 Braeburn Rd|109300.0|2007-07-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.930257, 41.696669]}]|row-k2tf-q4fz.7sfk|2006|||Residential||Single Family|235000.0|0.465106|60907|Bristol
380011|44 Stoughton Rd|88600.0|2007-07-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.598472, 41.886888]}]|row-vzxu-v35k~fe3j|2006|||Residential||Single Family|204900.0|0.432406|60196|East Windsor
380012|2068 Exeter Rd|155890.0|2007-07-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.331885, 41.638734]}]|row-h9ej~5euv.rsi9|2006|||Residential||Two Family|292000.0|0.53387|60110|Lebanon
380013|7 Emerson St|71480.0|2007-07-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.707445, 41.81835]}]|row-f96n.ricv-ewe9|2006|||Residential||Single Family|128900.0|0.554538|60398|Bloomfield
380014|63 South Rd|988700.0|2007-07-30T00:00:00|[{'type': 'Point', 'coordinates': [-73.434347, 41.705898]}]|row-c4rb.nnaa-h48v|2006|||Residential||Single Family|2400000.0|0.411958|60048|Kent
380015|34 Patriot Dr B3|36700.0|2007-07-13T00:00:00|[{'type': 'Point', 'coordinates': [-73.449902, 41.395413]}]|row-fb46-86ht-bzsm|2006|||Residential||Condo|75000.0|0.489333|61090|Danbury
380016|139 Sheraton Ln|73000.0|2007-07-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.12041, 41.509166]}]|row-2ivn.58fx~z53a|2006|||Residential||Condo|166000.0|0.439759|60610|Norwich
380017|5 Azalea Ct|176640.0|2007-07-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.796785, 41.728516]}]|row-ffeh-xdnk-n4wc|2006|||Residential||Condo|295000.0|0.59878|60447|Farmington
380018|8 Rippowam Rd|483070.0|2007-07-09T00:00:00||row-8qjj-cdzv-z8cq|2006|||Residential||Single Family|815000.0|0.592724|60887|Greenwich
380019|14 S Meadow Dr|202200.0|2007-07-09T00:00:00|[{'type': 'Point', 'coordinates': [-73.484399, 41.42007]}]|row-je83-jwjp-cdep|2006|||Residential||Single Family|415000.0|0.487229|61074|Danbury
380020|25 Mead Farm Rd|434490.0|2007-07-09T00:00:00|[{'type': 'Point', 'coordinates': [-73.092038, 41.37706]}]|row-deh5-edsq-xsjc|2006|||Residential||Single Family|665000.0|0.653368|60230|Seymour
380021|55 Wessels Ave Ut 12|59945.0|2007-07-10T00:00:00|[{'type': 'Point', 'coordinates': [-73.162969, 41.197795]}]|row-byrc-w5sd-vd7d|2006|||Residential||Condo|152000.0|0.394375|62076|Bridgeport
380022|32 Hilltop Dr|455700.0|2007-07-10T00:00:00|[{'type': 'Point', 'coordinates': [-72.58437, 41.275365]}]|row-d89e~4f3i-imf4|2006|||Residential||Single Family|1125000.0|0.405067|60273|Madison
380023|111 Northington Dr|638530.0|2007-07-10T00:00:00|[{'type': 'Point', 'coordinates': [-72.902083, 41.790475]}]|row-94pn.4kjw-a3tg|2006|||Residential||Single Family|1870000.0|0.34146|60306|Avon
380024|33 Arlington St|96040.0|2007-07-17T00:00:00|[{'type': 'Point', 'coordinates': [-72.965057, 41.248419]}]|row-if8w-fkik~dm2a|2006|||Residential||Single Family|167500.0|0.573373|60684|West Haven
380025|3746 Durham Rd|102820.0|2007-07-17T00:00:00||row-q8ib-5nrb.yswr|2006|||Residential||Single Family|250000.0|0.41128|60339|Guilford
380026|363-367 Wilmot Ave|109620.0|2007-07-17T00:00:00|[{'type': 'Point', 'coordinates': [-73.162523, 41.178995]}]|row-ewdd~afu9-w3wi|2006|||Residential||Three Family|307500.0|0.356488|62071|Bridgeport
380027|224 Peqoutsepos Rd Ext|108800.0|2007-07-12T00:00:00||row-in9e-u23v~73ty|2006|||Residential||Single Family|209000.0|0.520574|60312|Stonington
380028|69 N Windham Rd|59090.0|2007-07-12T00:00:00|[{'type': 'Point', 'coordinates': [-72.166615, 41.714217]}]|row-y4iu~jizu-q35h|2006|||Residential||Single Family|70000.0|0.844143|60287|Windham
380029|379 Whitfield St Bs1338|39900.0|2007-07-12T00:00:00||row-xrn2-6s79~4g84|2006|||Residential||Condo|68750.0|0.580364|60324|Guilford
380030|383 Success Vlg Ct D 50|14421582.0|2007-07-10T00:00:00||row-nk7y.ube2-wubw|2006|08 - Part Interest||Commercial|||90000.0|160.2398|62024|Bridgeport
380031|518 Spring St|141300.0|2007-07-10T00:00:00|[{'type': 'Point', 'coordinates': [-73.058795, 41.512277]}]|row-8f93.3dq6.qp5f|2006|11 - Court Order||Residential||Single Family|115000.0|1.228696|60497|Naugatuck
380032|84 East Putnam Ave|707560.0|2007-07-10T00:00:00|[{'type': 'Point', 'coordinates': [-73.624244, 41.033476]}]|row-6n83-9t6t-89j2|2006|04 - Correcting Deed||Residential||Two Family|2000000.0|0.35378|60909|Greenwich
380033|1 Sutton Pl|67900.0|2007-07-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.707428, 41.826006]}]|row-gh8a~sseh.b6wi|2006|||Residential||Condo|129600.0|0.52392|60377|Bloomfield
380034|307 Jefferson Woods|116200.0|2007-07-09T00:00:00||row-b23a-tj8w~3ce6|2006|14 - Foreclosure||Residential||Condo|176500.0|0.658357|60443|Branford
380035|28 Scenic Dr Ut29|2350400.0|2007-07-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.721773, 41.63609]}]|row-3ry4~5xkm~ruty|2006|07 - Change In Property||Residential||Condo|390060.0|6.02574|60283|Berlin
380036|3 Cornell Rd|140600.0|2007-08-03T00:00:00|[{'type': 'Point', 'coordinates': [-73.463927, 41.375481]}]|row-8t6t~47sa-sa42|2006|||Residential||Single Family|330000.0|0.426061|61192|Danbury
380037|273 Housatonic Ave|212590.0|2007-08-03T00:00:00|[{'type': 'Point', 'coordinates': [-73.120182, 41.193327]}]|row-yt89-6ect~37i4|2006|||Residential||Single Family|357500.0|0.594657|60938|Stratford
380038|2 Quail Hollow Lane|102930.0|2007-08-03T00:00:00||row-rn8m.63dy-6nwn|2006|07 - Change In Property||Vacant Land|||693861.0|0.148344|60416|Newtown
380039|174 Jeremy Swamp Rd|160340.0|2007-07-16T00:00:00|[{'type': 'Point', 'coordinates': [-73.199696, 41.471908]}]|row-hjfv-695i-9m7w|2006|01 - Family||Residential||Single Family|200000.0|0.8017|60331|Southbury
380040|62 Buckingham|297460.0|2007-07-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.912722, 41.77921]}]|row-x864-4qv5.nghx|2006|||Residential||Single Family|497500.0|0.59791|60317|Avon
380041|359 Szost Dr|334390.0|2007-07-16T00:00:00||row-exwg-ugnw.d9gz|2006|||Residential||Single Family|540000.0|0.619241|60927|Fairfield
380042|210 Oak Dr|171600.0|2007-07-16T00:00:00|[{'type': 'Point', 'coordinates': [-73.106291, 41.583135]}]|row-tugy.tunh.peft|2006|||Residential||Single Family|385000.0|0.445714|60262|Watertown
380043|335 A Dunfey Ln|54320.0|2007-07-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.665218, 41.85802]}]|row-jwdn-365n-sivv|2006|01 - Family||Residential||Condo|115000.0|0.472348|60492|Windsor
380044|12 Echo Pond Rd|219380.0|2007-07-18T00:00:00||row-gxgp.srnq.4ktr|2006|||Residential||Condo|309000.0|0.709968|60266|Monroe
380045|83 Taft Pointe Ut 4|75530.0|2007-07-18T00:00:00||row-5ckk-hmux.ep7y|2006|||Residential||Condo|150000.0|0.503533|61739|Waterbury
380046|77 Brookview Cir|159600.0|2007-07-13T00:00:00||row-kg8j-r3nf.8dew|2006|||Residential||Single Family|320000.0|0.49875|60253|Watertown
380047|22 Heather Ln|270060.0|2007-07-13T00:00:00|[{'type': 'Point', 'coordinates': [-73.233621, 41.316399]}]|row-k49x-f47b~5dnz|2006|||Residential||Single Family|555000.0|0.486595|60255|Monroe
380048|342 Ridge Rd|167000.0|2007-07-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.691154, 41.713728]}]|row-pua8-yqfw-njqz|2006|||Residential||Single Family|325000.0|0.513846|60402|Wethersfield
380049|33 Acorn Ln|119830.0|2007-07-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.910723, 41.716054]}]|row-ftkq~xddq.aztj|2006|||Residential||Single Family|260000.0|0.460885|60993|Bristol
380050|Ridgeview Village 53|224210.0|2007-07-15T00:00:00||row-vymr.qwxm-tk95|2006|||Residential||Condo|349900.0|0.640783|60608|Southington
380051|1037 Peqout Tr|204700.0|2007-07-16T00:00:00|[{'type': 'Point', 'coordinates': [-71.923739, 41.379873]}]|row-43hd-wk4b~nbmf|2006|||Residential||Single Family|465000.0|0.440215|60314|Stonington
