|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
590000|80 Granfield Ave|656740.0|2012-12-20T00:00:00|[{'type': 'Point', 'coordinates': [-73.163825, 41.197196]}]|row-nupm.hjpf-p4sh|2012|14 - Foreclosure||Commercial|||446250.0|1.471686|120304|Bridgeport
590001|90 Nautilus Rd|140470.0|2012-12-20T00:00:00|[{'type': 'Point', 'coordinates': [-73.196491, 41.225664]}]|row-434s-uus7-kpdv|2012|25 - Other||Residential|Sold below market value|Single Family|120000.0|1.170583|120301|Bridgeport
590002|17 Pleasant Street|1293810.0|2012-12-18T00:00:00|[{'type': 'Point', 'coordinates': [-73.494975, 41.064026]}]|row-6mfv~4ry5~3jyk|2012|||Residential||Single Family|2250000.0|0.575027|12070|Darien
590003|69-69A Killingworth Tpk|188200.0|2012-12-18T00:00:00|[{'type': 'Point', 'coordinates': [-72.533132, 41.299899]}]|row-s5vh~7hf6-mg32|2012|15 - Government Agency||Residential|To town of clinton for new school|Two Family|350000.0|0.537714|120053|Clinton
590004|40 Ridgefield St|109690.0|2012-12-18T00:00:00||row-fsea-4uat-nqhj|2012|25 - Other||Residential|Estate sale|Single Family|112000.0|0.979375|120141|Meriden
590005|83 Huntington Tpke|89240.0|2012-12-24T00:00:00|[{'type': 'Point', 'coordinates': [-73.177666, 41.211295]}]|row-6dv3~8a4b.xxdk|2012|14 - Foreclosure||Residential||Condo|45000.0|1.983111|120316|Bridgeport
590006|73 Williams St|109410.0|2012-12-24T00:00:00|[{'type': 'Point', 'coordinates': [-72.852038, 41.67918]}]|row-sfp3-5knj-kdsx|2012|25 - Other||Residential|Per mls handyman special needs new heating system|Single Family|100000.0|1.0941|12045|Plainville
590007|196 Roxbury Rd|699650.0|2012-12-21T00:00:00|[{'type': 'Point', 'coordinates': [-73.32019, 41.605416]}]|row-xhrs-8u4a.b8pq|2012|||Residential||Single Family|750000.0|0.932867|12019|Washington
590008|14 Vernondale Ct|157410.0|2012-12-21T00:00:00|[{'type': 'Point', 'coordinates': [-72.920151, 41.600087]}]|row-bxya-srwy-9382|2012|||Residential||Single Family|250000.0|0.62964|120150|Southington
590009|90 Goodwin Cir|117150.0|2012-12-21T00:00:00|[{'type': 'Point', 'coordinates': [-72.704467, 41.777777]}]|row-ra4e.we6m~6umn|2012|||Residential||Condo|485000.0|0.241546|12136|Hartford
590010|51 River Colony|154130.0|2012-12-31T00:00:00|[{'type': 'Point', 'coordinates': [-72.692338, 41.279575]}]|row-zxyt.fasb-enjx|2012|||Residential||Condo|135000.0|1.141704|120058|Guilford
590011|573 Bank St|536550.0|2012-12-31T00:00:00||row-5g28-y548-5r54|2012|||Commercial|||650000.0|0.825462|120071|New London
590012|42 Arlington Rd|272580.0|2012-12-31T00:00:00|[{'type': 'Point', 'coordinates': [-72.752081, 41.762084]}]|row-xzxa.ivqp~ryqv|2012|||Residential||Single Family|450000.0|0.605733|120205|West Hartford
590013|281 Old Black Pt Rd|1500170.0|2012-12-31T00:00:00||row-rm63-3jfi-yu6c|2012|||Residential||Single Family|1935000.0|0.775282|120081|East Lyme
590014|5 Christina Lane|284970.0|2012-12-31T00:00:00|[{'type': 'Point', 'coordinates': [-73.123331, 41.359932]}]|row-hai4~fch7-s88t|2012|||Residential||Single Family|435000.0|0.655103|120058|Seymour
590015|866 Long Hill Rd|126130.0|2012-12-31T00:00:00|[{'type': 'Point', 'coordinates': [-72.67159, 41.520057]}]|row-b67i.pttg.yk9y|2012|||Residential||Condo|147500.0|0.855119|120135|Middletown
590016|271-273 Dover St|113060.0|2013-01-22T00:00:00|[{'type': 'Point', 'coordinates': [-73.167486, 41.197089]}]|row-9ne9-qs99-4hd8|2012|14 - Foreclosure||Residential||Two Family|41000.0|2.757561|120421|Bridgeport
590017|Island View Terr|4100.0|2013-01-22T00:00:00||row-uzed-cfrw~qd7i|2012|12 - Non Buildable Lot||Vacant Land|||3100.0|1.322581|120044|Thompson
590018|239 Hulls Highway|407960.0|2013-01-09T00:00:00||row-bk9t.6es5.xgv9|2012|||Residential||Single Family|529000.0|0.771191|12217|Fairfield
590019|335-337 Pearl Harbor St|154680.0|2013-01-09T00:00:00|[{'type': 'Point', 'coordinates': [-73.161246, 41.200755]}]|row-4hnv-g2h2-adkr|2012|14 - Foreclosure||Residential||Three Family|91000.0|1.69978|120379|Bridgeport
590020|85 Barnes Rd|566100.0|2012-12-28T00:00:00|[{'type': 'Point', 'coordinates': [-72.806665, 41.486391]}]|row-eg75-8gnw~v5u2|2012|25 - Other||Residential|Ten units comm condos|Single Family|474320.0|1.193498|120137|Wallingford
590021|240 Barberry Rd|1100.0|2012-12-28T00:00:00||row-t58r~ffck-scr5|2012|25 - Other||Vacant Land|Low assessment 3+ acres - possible pa490||105000.0|0.010476|1200100|East Haven
590022|5 Bridle Path Lane,Riverside C|5012420.0|2013-01-25T00:00:00||row-kw5i-nu7x.va25|2012|||Residential|May-00|Single Family|5975000.0|0.838899|120302|Greenwich
590023|46 West Eggleston St|94920.0|2013-01-25T00:00:00|[{'type': 'Point', 'coordinates': [-72.703866, 41.822257]}]|row-v8qz.ev37.3nrs|2012|||Residential||Single Family|117000.0|0.811282|12088|Bloomfield
590024|37 Splitrock Rd|823550.0|2013-01-25T00:00:00|[{'type': 'Point', 'coordinates': [-73.419948, 41.079347]}]|row-9qee~9g7h~z4zv|2012|25 - Other||Residential|Relo company resale|Single Family|1000000.0|0.82355|120293|Norwalk
590025|117 Parkview St|86100.0|2012-12-28T00:00:00|[{'type': 'Point', 'coordinates': [-72.821063, 41.52343]}]|row-h2km-sfwu.6wnj|2012|||Residential||Single Family|112000.0|0.76875|120162|Meriden
590026|38 Hope St #30|94010.0|2012-12-28T00:00:00||row-j74e.mw46-57zd|2012|25 - Other||Residential|Work force unit|Condo|165000.0|0.569758|120077|East Lyme
590027|17 Braemer Pl|128380.0|2013-01-11T00:00:00|[{'type': 'Point', 'coordinates': [-72.110645, 41.347357]}]|row-y6qg-3x9r-kqy5|2012|14 - Foreclosure||Residential||Two Family|86000.0|1.492791|120085|New London
