|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
440000|23 Brook St|105500.0|2008-01-25T00:00:00|[{'type': 'Point', 'coordinates': [-72.646463, 41.645647]}]|row-n462-xgj5-v2td|2007|||Residential||Single Family|224000.0|0.470982|70091|Rocky Hill
440001|11 Zvingilas Ct|98420.0|2008-02-06T00:00:00|[{'type': 'Point', 'coordinates': [-71.930497, 41.630208]}]|row-jbjn.fmtx-yasy|2007|01 - Family||Residential||Single Family|80000.0|1.23025|70070|Griswold
440002|47 Pond Meadow Rd|194300.0|2008-02-06T00:00:00||row-2vv9.rmwx-jjsm|2007|||Residential||Single Family|252000.0|0.771032|70033|Essex
440003|15 Orchard Ln|386400.0|2008-02-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.719863, 41.502145]}]|row-yzrk-2rdv~84q3|2007|||Residential||Single Family|493000.0|0.783773|70022|Middlefield
440004|1083 Mill Plain Rd|416080.0|2008-03-04T00:00:00|[{'type': 'Point', 'coordinates': [-73.265316, 41.155164]}]|row-ajni-5fac~enbz|2007|25 - Other||Residential|Assess > sale|Single Family|375000.0|1.109547|70295|Fairfield
440005|88 Gaumond Rd|127100.0|2008-03-04T00:00:00||row-wudj-b5d7.gjz7|2007|||Residential||Single Family|185000.0|0.687027|70052|Thompson
440006|252 High Path Rd|65730.0|2008-03-04T00:00:00|[{'type': 'Point', 'coordinates': [-72.65745, 41.891973]}]|row-6xm4~2xn2-uy2c|2007|||Residential||Condo|151000.0|0.435298|70181|Windsor
440007|55 Keith Circle|355690.0|2008-01-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.542776, 41.336859]}]|row-nhbb-5zex~f7jt|2007|14 - Foreclosure||Residential||Single Family|270000.0|1.31737|70051|Killingworth
440008|511 Lake Ave|200190.0|2008-01-29T00:00:00|[{'type': 'Point', 'coordinates': [-73.231164, 41.151701]}]|row-qry3-5mkj-7z6h|2007|||Residential||Single Family|317500.0|0.63052|70640|Bridgeport
440009|27 Benjamin St|1767010.0|2008-02-04T00:00:00||row-yrfz~x6j2.agbx|2007|||Residential||Single Family|2100000.0|0.841433|70274|Greenwich
440010|6 Greenview Ln|151300.0|2008-02-04T00:00:00|[{'type': 'Point', 'coordinates': [-73.103754, 41.216534]}]|row-rn9h.sypa.cebk|2007|||Residential||Condo|191000.0|0.792147|70295|Milford
440011|Main St|16790.0|2008-02-04T00:00:00||row-msjn~x6e5-yk5z|2007|||Vacant Land|||56000.0|0.299821|70185|Newington
440012|Locust Rd|101120.0|2008-02-20T00:00:00||row-74xx-tbhs~nx3c|2007|14 - Foreclosure||Vacant Land|||235000.0|0.430298|70024|Harwinton
440013|9 Proctor Rd|156600.0|2008-02-20T00:00:00||row-2i7y-uwn8~cjkd|2007|01 - Family||Commercial|||9000.0|17.4|70293|Manchester
