,EIENDOM_ID,KOMMUNE_NR,KOMMUNE_NAVN,GNR,BNR,FNR,SNR,EIENDOMSTYPE_KODE,EIENDOMSTYPE_NAVN,AREAL,BRUKSNAVN,ADRESSE_ID,GATENAVN,GATENAVNKODE,HUSNUMMER,BOKSTAV,UNDERNUMMER,POST_NR,POSTSTED
80000,17478902,3004,FREDRIKSTAD,58,43,0,0,1,BEST. GRUNNEIENDOM,1443.5,DALE STORE,17920076,Vikaneveien,71506.0,198.0,,,1622,GRESSVIK
80001,17478901,3004,FREDRIKSTAD,58,42,0,0,1,BEST. GRUNNEIENDOM,1212.2,,17920030,Vikaneveien,71506.0,106.0,,,1622,GRESSVIK
80002,17477566,3004,FREDRIKSTAD,55,82,0,0,1,BEST. GRUNNEIENDOM,1510.7,SKOGLY,17906231,Sturødveien,71575.0,19.0,,,1622,GRESSVIK
80003,17477578,3004,FREDRIKSTAD,55,94,0,0,1,BEST. GRUNNEIENDOM,90.5,FJELLSTUA,17897850,Vestre Faratangen,71622.0,70.0,,,1622,GRESSVIK
80004,17477579,3004,FREDRIKSTAD,55,95,0,0,1,BEST. GRUNNEIENDOM,90.5,BJERKELI,17897851,Vestre Faratangen,71622.0,68.0,,,1622,GRESSVIK
80005,17477580,3004,FREDRIKSTAD,55,96,0,0,1,BEST. GRUNNEIENDOM,113.5,KNUTEHYTTA,17897852,Vestre Faratangen,71622.0,64.0,,,1622,GRESSVIK
80006,17477581,3004,FREDRIKSTAD,55,97,0,0,1,BEST. GRUNNEIENDOM,974.9,SOLHYTTA,17897853,Vestre Myråsen,71621.0,62.0,,,1622,GRESSVIK
80007,17477571,3004,FREDRIKSTAD,55,87,0,0,1,BEST. GRUNNEIENDOM,100.5,SKOGBORG,17897846,Vestre Faratangen,71622.0,50.0,,,1622,GRESSVIK
80008,17477569,3004,FREDRIKSTAD,55,85,0,0,1,BEST. GRUNNEIENDOM,4051.1,SKOGLI,17906404,Vikerveien,71607.0,102.0,,,1622,GRESSVIK
80009,17477574,3004,FREDRIKSTAD,55,90,0,0,1,BEST. GRUNNEIENDOM,1095.6,KNATTEN,17897848,Vestre Faratangen,71622.0,52.0,,,1622,GRESSVIK
80010,17477575,3004,FREDRIKSTAD,55,91,0,0,1,BEST. GRUNNEIENDOM,1198.3,SOLPLASSEN,17897849,Vikerlunden,71603.0,30.0,,,1622,GRESSVIK
