|account_number|annual_report_due_date|began_transacting_in_ct|business_city|business_country|business_email_address|business_name_in_state_country|business_state|business_street|business_type|business_unit|business_zip_code|category_survey_email_address|citizenship|country_formation|created_on|date_of_organization_meeting|disable_person_owned_organization|dissolution_date|formation_place|id|mail_jurisdiction|mailing_address|mailing_international_address|mailing_jurisdiction_address|mailing_jurisdiction_business_city|mailing_jurisdiction_business_country|mailing_jurisdiction_business_state|mailing_jurisdiction_business_street|mailing_jurisdiction_business_unit|mailing_jurisdiction_business_zip_code|minority_owned_organization|naics_code|naics_sub_code|name|office_jurisdiction_address|office_jurisdiction_business_city|office_jurisdiction_business_state|office_jurisdiction_business_street|office_jurisdiction_business_unit|office_jurisdiction_business_zip_code|office_jurisdiction_country|reason_for_administrative_dissolution|record_address|records_address_city|records_address_country|records_address_state|records_address_street|records_address_unit|records_address_zip_code|registration_date|state_or_territory_formation|status|sub_status|total_authorized_shares|veteran_owned_organization|woman_owned_organization
940000|0873090|2007-09-18T00:00:00||Old Saybrook||||CT|392 Main St.|Llc||||Domestic||2022-05-18T00:03:32.130000||False|2010-11-16T00:00:00|Ct|row-8fes-pw6x~puux|||||||||||False|||Duncan Heating & Cooling, Llc||||||||||||||||2006-09-18T00:00:00|Connecticut|Dissolved|||False|False
940001|1165253|2021-03-31T00:00:00||Wethersfield|United States|hett0009@umn.edu||CT|245 Brimfield Road|Llc||06109||Domestic||2022-05-18T00:06:15.393333||False|2020-10-05T00:00:00|Ct|row-84it.wpxt-vhyt|||||||||||False|Veterinary Services (541940)||Lynn K. Hettinger, Dvm, Llc||||||||||||||||2015-01-06T00:00:00|Connecticut|Dissolved|||False|False
940002|0514650|1996-04-11T00:00:00||New Britain||||CT|15-3S Hurlburt Street|Llc||06051||Domestic||2022-05-18T00:06:22.140000||False||Ct|row-wybc~z8zb-zrd9|||||||||||False|||Jdmg Llc||||||||||||||||1995-04-12T00:00:00|Connecticut|Forfeited|||False|False
940003|1135537|2015-03-04T00:00:00||Woodbridge||||CT|22 Perkins Rd.|Llc||06525||Domestic||2022-05-18T00:05:09.930000||False|2014-05-13T00:00:00|Ct|row-kv5c.tvbd-9735|||||||||||False|||Grand Academy, Llc||||||||||||||||2014-03-04T00:00:00|Connecticut|Dissolved|||False|False
940004|0587964|2006-04-30T00:00:00|1998-04-01T00:00:00||||WINTERWOOD ENTERPRISES, INC.||None|Stock||||Foreign||2022-05-18T00:05:00.616666||False||De|row-67ug~dfqz.35kk|||||||||||False|||Winterwood Enterprises, Inc.||||||||||||||||1998-04-01T00:00:00|DE|Withdrawn|||False|False
940005|0591847|2012-05-05T00:00:00||Prospect||||CT|38 Blue Trail Drive|Llc||06712||Domestic||2022-05-18T00:03:35.506666||False|2012-03-01T00:00:00|Ct|row-qjhb.ve6r-3zek|||||||||||False|||Casa Group, Llc||||||||||||||||1998-05-06T00:00:00|Connecticut|Dissolved|||False|False
940006|1052811|2012-10-31T00:00:00||Stamford||||CT|31 Mcclean Avenue|Llc||06905||Domestic||2022-05-18T00:03:32.160000||False|2019-10-04T00:00:00|Ct|row-9sqm~rc6t-zpjv|||||||||||False|||Harbinger'S, Llc||||||||||||||||2011-11-01T00:00:00|Connecticut|Dissolved|||False|False
940007|0950086|2009-09-19T00:00:00||New Canaan||||CT|49 Locust Avenue Ste. 107|Llc||06840||Domestic||2022-05-18T00:06:19.440000||False|2014-07-21T00:00:00|Ct|row-5kxw~4qwi.fzcz|||||||||||False|||Skyward Capital, Llc||||||||||||||||2008-09-18T00:00:00|Connecticut|Dissolved|||False|False
940008|0810953|2006-02-10T00:00:00||Bethany||||CT|20 Tawney Drive|Llc||06524||Domestic||2022-05-18T00:04:59.210000||False|2008-10-17T00:00:00|Ct|row-a8rb-n8i7-3h9e|||||||||||False|||Express Auto Sales Llc||||||||||||||||2005-02-10T00:00:00|Connecticut|Dissolved|||False|False
940009|0289002|2000-08-30T00:00:00||Plainview|||RETEX COOPERATIVE, INC.|NY|11 Skyline Drive|Stock||11803||Foreign||2022-05-18T00:03:35.536666||False||Ca|row-ckbb~4eti~qvau|||||||||||False|||Retex Cooperative, Inc.||||||||||||||||1993-08-12T00:00:00|CA|Withdrawn|||False|False
